time,delta0,delta1,delta2,delta3,delta4
0,0017,0015,0037,0052,0043,
1,0020,0025,0042,0054,0049,
2,0046,0039,0060,0088,0076,
3,0046,0039,0060,0088,0076,
4,0023,0019,0037,0047,0043,
5,0023,0019,0036,0047,0042,
6,0023,0019,0031,0041,0041,
7,0008,0008,0011,0018,0014,
8,0008,0008,0011,0018,0014,
9,0008,0008,0009,0018,0014,
10,0001,0004,0007,0007,0005,
11,0001,0004,0007,0007,0005,
12,0001,0004,0007,0007,0005,
13,0002,0001,0002,0002,0002,
14,0002,0001,0002,0002,0002,
15,0002,0001,0002,0002,0002,
16,0002,0000,-001,-002,0000,
17,0002,0000,-001,-002,0000,
18,0002,0000,-001,-002,0000,
19,-001,0002,0001,0003,0004,
20,-001,0002,0001,0003,0004,
21,-001,0002,0001,0003,0004,
22,-003,0000,0002,0003,-002,
23,-003,0000,0002,0003,-002,
24,-003,0000,0002,0003,-002,
25,-002,0001,0006,-001,-003,
26,-002,0001,0006,-001,-003,
27,-002,0001,0006,-001,-003,
28,0001,0004,0001,0000,-005,
29,0001,0004,0001,0000,-005,
