time,delta0,delta1,delta2,delta3,delta4
0,0020,0023,0042,0065,0055,
1,0032,0029,0044,0066,0062,
2,0022,0019,0032,0046,0042,
3,0022,0019,0032,0046,0042,
4,0011,0008,0014,0022,0024,
5,0008,0008,0010,0015,0019,
6,0008,0008,0010,0015,0019,
7,0005,0002,0005,0007,0007,
8,0005,0002,0005,0004,0004,
9,0005,0002,0005,0004,0004,
10,0000,0002,0000,0004,0003,
11,0000,0002,0000,0002,0003,
12,0000,0002,0000,0002,0003,
13,0001,0004,-003,0002,0003,
14,0001,0004,-003,0001,0003,
15,0001,0004,-003,0001,0003,
16,-001,-002,-002,0001,0005,
17,-001,-002,-002,0003,0002,
18,0000,-001,-001,0003,0002,
19,0001,0003,0005,0003,-001,
20,0001,0003,0005,0001,-001,
21,0001,0003,0005,0001,-001,
22,0000,-001,0001,0001,-001,
23,0000,-001,0001,0001,-001,
24,0000,-001,0001,0001,-001,
25,-003,0001,-001,0001,0003,
26,-003,0001,-001,-001,0002,
27,-003,0001,-001,-001,0002,
28,0004,0003,0001,-001,0002,
29,0001,0003,0001,0003,0002,
