time,delta0,delta1,delta2,delta3,delta4
0,0017,0020,0037,0051,0041,
1,0026,0022,0040,0058,0056,
2,0047,0043,0067,0095,0083,
3,0047,0043,0067,0095,0083,
4,0042,0032,0056,0077,0057,
5,0029,0025,0045,0068,0055,
6,0028,0023,0040,0055,0052,
7,0012,0008,0021,0027,0022,
8,0012,0008,0021,0027,0022,
9,0012,0008,0021,0027,0022,
10,0007,0007,0008,0010,0006,
11,0007,0007,0008,0010,0006,
12,0007,0007,0008,0010,0006,
13,-001,0006,0003,0009,0006,
14,-001,0006,0003,0009,0006,
15,-001,0006,0003,0009,0006,
16,-003,-002,0004,0003,0000,
17,-003,-002,0004,0003,0000,
18,-003,-002,0004,0003,0000,
19,0000,0004,0000,0003,0005,
20,0000,0004,0000,0003,0005,
21,0000,0004,0000,0003,0005,
22,-002,0000,0007,0001,0000,
23,-002,0000,0007,0001,0000,
24,-002,0000,0007,0001,0000,
25,-001,0002,0001,-005,-001,
26,-001,0002,0001,-005,-001,
27,-001,0002,0001,-005,-001,
28,-001,0002,-001,-001,-003,
29,-001,0002,-001,-001,-003,
