time,delta0,delta1,delta2,delta3,delta4
0,0011,0015,0023,0045,0033,
1,0036,0031,0059,0105,0094,
2,0065,0071,0102,0151,0134,
3,0065,0071,0103,0153,0146,
4,0065,0071,0114,0172,0153,
5,0065,0071,0114,0172,0153,
6,0065,0050,0090,0139,0123,
7,0055,0035,0070,0103,0096,
8,0040,0028,0053,0085,0076,
9,0012,0006,0025,0038,0032,
10,0011,0006,0025,0038,0032,
11,0011,0006,0024,0037,0031,
12,0011,0006,0020,0020,0019,
13,0011,0006,0020,0020,0019,
14,0011,0006,0020,0020,0019,
15,0006,0003,0017,0006,0004,
16,0006,0003,0016,0006,0004,
17,0006,0003,0016,0006,0004,
18,0003,0000,0004,0008,0008,
19,0003,0000,0004,0008,0008,
20,0003,0000,0004,0008,0008,
21,-001,0002,0001,0002,0002,
22,-001,0002,0001,0002,0002,
23,-001,0002,0001,0002,0002,
24,0001,0001,-002,0004,0006,
25,0001,0001,-002,0004,0006,
26,0001,0001,-002,0004,0006,
27,0001,-001,0000,0005,0004,
28,0001,-001,0000,0005,0004,
29,0001,-001,0000,0005,0004,
