time,delta0,delta1,delta2,delta3,delta4
0,0023,0022,0043,0072,0060,
1,0023,0024,0046,0078,0062,
2,0046,0041,0067,0104,0099,
3,0058,0060,0067,0104,0099,
4,0058,0060,0060,0099,0091,
5,0058,0060,0059,0092,0082,
6,0050,0037,0056,0090,0082,
7,0023,0019,0031,0049,0040,
8,0021,0013,0030,0044,0039,
9,0017,0013,0027,0038,0038,
10,0010,0007,0014,0017,0020,
11,0009,0007,0014,0017,0020,
12,0009,0007,0014,0017,0020,
13,0003,0002,0005,0011,0012,
14,0003,0002,0005,0011,0012,
15,0003,0002,0005,0011,0012,
16,0005,0005,0008,0003,0003,
17,0007,0005,0008,0003,0003,
18,0007,0005,0008,0003,0003,
19,0000,0003,0003,0008,0007,
20,0000,0003,0003,0008,0007,
21,0000,0003,0003,0008,0007,
22,0004,0004,0006,0005,0005,
23,0004,0004,0006,0005,0005,
24,0004,0004,0006,0005,0005,
25,-001,0001,-002,0005,0003,
26,-001,0001,-002,0005,0003,
27,-001,0001,-002,0005,0003,
28,-002,0001,0003,0003,0004,
29,-002,0001,0003,0003,0004,
