time,delta0,delta1,delta2,delta3,delta4
0,0028,0028,0052,0083,0073,
1,0029,0028,0060,0100,0088,
2,0059,0060,0085,0138,0130,
3,0059,0060,0086,0138,0130,
4,0059,0060,0090,0135,0123,
5,0059,0060,0086,0130,0119,
6,0059,0044,0079,0120,0104,
7,0018,0014,0040,0058,0049,
8,0018,0012,0033,0049,0044,
9,0018,0012,0030,0043,0039,
10,0018,0012,0020,0025,0018,
11,0018,0012,0020,0024,0018,
12,0014,0012,0020,0024,0018,
13,0003,-004,0012,0005,0004,
14,0003,-004,0012,0005,0004,
15,0003,-004,0012,0005,0004,
16,-002,0001,0003,0008,0007,
17,-002,0001,0003,0008,0007,
18,-002,0001,0003,0008,0007,
19,0005,0003,0009,0003,0004,
20,0005,0003,0009,0003,0004,
21,0005,0003,0009,0003,0004,
22,0001,0001,0001,0003,0004,
23,0001,0001,0001,0003,0004,
24,0001,0001,0001,0003,0004,
25,0004,0005,0005,0002,0002,
26,0006,0005,0005,0002,0002,
27,0006,0005,0005,0002,0002,
28,0001,0004,0002,-002,0000,
29,0001,0004,0002,-002,0000,
