time,delta0,delta1,delta2,delta3,delta4
0,0024,0018,0033,0046,0040,
1,0034,0033,0058,0086,0070,
2,0047,0035,0061,0092,0071,
3,0054,0035,0065,0102,0092,
4,0054,0032,0062,0094,0087,
5,0054,0032,0062,0094,0087,
6,0022,0012,0037,0055,0043,
7,0019,0012,0032,0047,0042,
8,0019,0012,0029,0042,0042,
9,0009,0002,0011,0017,0015,
10,0009,0002,0011,0017,0015,
11,0009,0002,0011,0017,0015,
12,0006,0000,0007,0005,0004,
13,0006,0000,0007,0005,0004,
14,0006,0000,0007,0005,0004,
15,0004,-002,0000,0001,0000,
16,0004,-002,0000,0001,0000,
17,0004,-002,0000,0001,0000,
18,0000,0001,0006,0001,-001,
19,0000,0001,0006,0001,-001,
20,0000,0001,0006,0001,-001,
21,0001,0001,0004,-002,-002,
22,0001,0001,0004,-002,-002,
23,0001,0001,0004,-002,-002,
24,0001,-006,-002,-002,-003,
25,0001,-006,-002,-002,-003,
26,0001,-006,-002,-002,-003,
27,0000,0002,0004,-002,-004,
28,0000,0002,0004,-002,-004,
29,0000,0002,0004,-002,-004,
