time,delta0,delta1,delta2,delta3,delta4
0,0015,0019,0033,0040,0037,
1,0023,0026,0046,0060,0051,
2,0026,0026,0046,0061,0051,
3,0037,0031,0055,0074,0066,
4,0035,0031,0049,0074,0066,
5,0035,0031,0049,0074,0066,
6,0016,0011,0026,0037,0035,
7,0016,0011,0026,0035,0035,
8,0016,0011,0026,0035,0035,
9,0006,0009,0014,0015,0013,
10,0006,0009,0014,0015,0013,
11,0006,0009,0014,0015,0013,
12,0005,0001,0003,0008,0008,
13,0005,0001,0003,0008,0008,
14,0005,0001,0003,0008,0008,
15,0000,0003,0005,0004,0002,
16,0000,0003,0005,0004,0002,
17,0000,0003,0005,0004,0002,
18,0003,0003,0005,0001,0002,
19,0003,0003,0005,0001,0002,
20,0003,0003,0005,0001,0002,
21,0006,0002,0005,0003,0005,
22,0006,0002,0005,0003,0005,
23,0006,0002,0005,0003,0005,
24,0001,0002,0000,0005,0006,
25,0001,0002,0000,0005,0006,
26,0001,0002,0000,0005,0006,
27,0001,0004,0002,0003,0003,
28,0001,0004,0002,0003,0003,
29,0001,0004,0002,0003,0003,
