time,delta0,delta1,delta2,delta3,delta4
0,0017,0019,0027,0036,0036,
1,0029,0027,0047,0070,0064,
2,0050,0043,0073,0102,0098,
3,0054,0043,0073,0105,0100,
4,0054,0043,0073,0106,0100,
5,0054,0043,0073,0106,0100,
6,0054,0043,0060,0092,0079,
7,0039,0025,0052,0071,0062,
8,0028,0025,0041,0052,0053,
9,0028,0025,0028,0033,0031,
10,0028,0025,0026,0033,0031,
11,0028,0025,0025,0033,0031,
12,0012,0008,0020,0018,0017,
13,0012,0008,0019,0018,0017,
14,0012,0007,0019,0016,0017,
15,0007,0008,0017,0003,0004,
16,0007,0008,0017,0003,0004,
17,0007,0008,0017,0003,0004,
18,-001,0004,0007,0002,0001,
19,-001,0004,0007,0002,0001,
20,-001,0004,0007,0002,0001,
21,0000,0007,0002,0003,0006,
22,0000,0007,0002,0003,0006,
23,0000,0007,0002,0003,0006,
24,0003,0005,0001,0001,0001,
25,0003,0005,0001,0001,0001,
26,0003,0005,0001,0001,0001,
27,0008,0006,0006,0000,0003,
28,0008,0006,0006,0000,0003,
29,0008,0006,0006,0000,0003,
