time,delta0,delta1,delta2,delta3,delta4
0,0018,0015,0046,0062,0053,
1,0027,0021,0051,0081,0054,
2,0055,0048,0088,0126,0112,
3,0058,0052,0088,0126,0112,
4,0058,0052,0063,0101,0093,
5,0058,0052,0058,0100,0088,
6,0058,0052,0057,0092,0088,
7,0016,0012,0024,0037,0038,
8,0016,0012,0024,0030,0033,
9,0016,0012,0021,0029,0032,
10,0008,0007,0013,0009,0010,
11,0008,0007,0013,0009,0010,
12,0008,0007,0013,0009,0010,
13,0006,0001,0004,0001,0006,
14,0006,0001,0004,0001,0006,
15,0006,0001,0004,0001,0006,
16,-002,0000,0004,0000,0003,
17,-002,0000,0004,0000,0003,
18,-002,0000,0004,0000,0003,
19,0003,-001,0002,0004,0006,
20,0003,-001,0002,0004,0006,
21,0003,-001,0002,0004,0006,
22,0003,0002,0000,0003,0005,
23,0003,0002,0000,0003,0005,
24,0003,0002,0000,0003,0005,
25,0002,-001,0001,0000,0000,
26,0002,-001,0001,0000,0000,
27,0002,-001,0001,0000,0000,
28,0002,-002,0002,0002,-002,
29,0002,-002,0002,0002,-002,
