time,delta0,delta1,delta2,delta3,delta4
0,0014,0014,0034,0044,0037,
1,0024,0024,0038,0058,0050,
2,0035,0026,0046,0065,0060,
3,0035,0026,0046,0065,0060,
4,0023,0021,0037,0060,0056,
5,0023,0021,0037,0052,0049,
6,0023,0021,0037,0052,0049,
7,0013,0011,0021,0024,0021,
8,0013,0011,0018,0024,0021,
9,0013,0011,0018,0024,0021,
10,0005,0007,0005,0012,0010,
11,0005,0007,0005,0012,0010,
12,0005,0007,0005,0012,0010,
13,0005,0007,0007,0006,0007,
14,0005,0007,0007,0006,0007,
15,0005,0007,0007,0006,0007,
16,0003,0002,0005,0008,0007,
17,0003,0002,0005,0008,0007,
18,0003,0002,0005,0008,0007,
19,-001,0004,0003,0006,0006,
20,-001,0004,0003,0006,0006,
21,-001,0004,0003,0006,0006,
22,0003,0005,0003,0003,0001,
23,0003,0005,0003,0003,0001,
24,0003,0005,0003,0003,0001,
25,0001,0005,0004,0002,0004,
26,0001,0005,0004,0002,0004,
27,0001,0005,0004,0002,0004,
28,0004,0005,0000,0002,0002,
29,0005,0005,0000,0002,0002,
