time,delta0,delta1,delta2,delta3,delta4
0,0013,0017,0028,0037,0035,
1,0026,0022,0041,0063,0052,
2,0031,0022,0049,0069,0052,
3,0043,0025,0049,0069,0054,
4,0032,0021,0046,0065,0052,
5,0032,0021,0035,0053,0052,
6,0012,0006,0018,0028,0025,
7,0012,0006,0018,0028,0025,
8,0012,0006,0018,0028,0025,
9,0009,0002,0004,0008,0012,
10,0008,0002,0004,0008,0012,
11,0008,0002,0004,0008,0012,
12,0005,0002,0001,0006,0007,
13,0005,0002,0001,0006,0007,
14,0005,0002,0001,0006,0007,
15,0005,0003,0005,0004,0003,
16,0005,0003,0005,0004,0003,
17,0005,0003,0005,0004,0003,
18,0001,0002,-001,0002,-001,
19,0001,0002,-001,0002,-001,
20,0001,0002,-001,0002,-001,
21,0002,0001,-001,0005,0004,
22,0002,0001,-001,0005,0004,
23,0002,0001,-001,0005,0004,
24,0000,-001,-001,0005,0002,
25,0000,-001,-001,0005,0002,
26,0000,-001,-001,0005,0002,
27,-003,-001,0000,0004,0003,
28,-003,-001,0000,0004,0003,
29,-003,-001,0000,0004,0003,
