time,delta0,delta1,delta2,delta3,delta4
0,0019,0017,0037,0058,0047,
1,0023,0023,0045,0068,0054,
2,0033,0027,0052,0079,0065,
3,0033,0027,0052,0079,0065,
4,0023,0021,0033,0052,0045,
5,0022,0020,0033,0044,0043,
6,0022,0020,0033,0044,0043,
7,0008,0009,0012,0021,0019,
8,0008,0008,0012,0021,0019,
9,0008,0008,0012,0021,0019,
10,0004,0005,0009,0009,0006,
11,0004,0005,0009,0009,0006,
12,0004,0005,0009,0009,0006,
13,0006,0007,0010,0007,0005,
14,0006,0008,0010,0007,0005,
15,0006,0008,0010,0007,0005,
16,0003,0001,0002,0006,0006,
17,0003,0001,0002,0006,0006,
18,0003,0001,0002,0006,0006,
19,0005,0003,0002,0004,0003,
20,0005,0003,0002,0004,0003,
21,0005,0003,0002,0004,0003,
22,0002,0004,0000,0004,0002,
23,0002,0004,0000,0004,0002,
24,0002,0004,0000,0004,0002,
25,-001,0000,0000,0002,0004,
26,-001,0000,0000,0002,0004,
27,-001,0000,0000,0002,0004,
28,0001,-002,-002,0002,0001,
29,0001,-002,-002,0002,0001,
