time,delta0,delta1,delta2,delta3,delta4
0,0025,0028,0053,0077,0068,
1,0028,0034,0064,0094,0074,
2,0075,0082,0111,0156,0136,
3,0096,0085,0111,0156,0136,
4,0096,0085,0090,0128,0109,
5,0096,0085,0088,0123,0105,
6,0096,0085,0073,0109,0105,
7,0023,0014,0045,0059,0045,
8,0023,0014,0040,0050,0043,
9,0023,0014,0037,0044,0042,
10,0023,0014,0025,0028,0022,
11,0023,0014,0024,0026,0022,
12,0019,0009,0024,0026,0022,
13,0004,-002,0014,0003,0005,
14,0004,-002,0012,0003,0005,
15,0004,-002,0012,0003,0005,
16,-001,0004,0005,0003,-001,
17,-001,0004,0005,0003,-001,
18,-001,0004,0005,0003,-001,
19,0002,-001,0001,0000,-002,
20,0002,-001,0001,0000,-002,
21,0002,-001,0001,0000,-002,
22,-003,0003,0000,0001,-002,
23,-003,0003,0000,0001,-002,
24,-003,0003,0000,0001,-002,
25,-002,0001,0003,-001,-004,
26,-002,0001,0003,-001,-004,
27,-002,0001,0003,-001,-004,
28,0003,-001,-001,-001,-001,
29,0003,-001,-001,-001,-001,
