time,delta0,delta1,delta2,delta3,delta4
0,0022,0019,0043,0057,0049,
1,0029,0031,0046,0070,0062,
2,0041,0036,0057,0084,0071,
3,0041,0036,0057,0084,0071,
4,0015,0015,0028,0038,0034,
5,0015,0015,0026,0034,0034,
6,0015,0015,0026,0032,0034,
7,0006,0006,0012,0014,0011,
8,0006,0006,0012,0014,0011,
9,0006,0006,0012,0014,0011,
10,0002,0002,0002,0004,0002,
11,0002,0002,0002,0004,0002,
12,0002,0002,0002,0004,0002,
13,0001,-004,0001,0002,-001,
14,0001,-004,0001,0002,-001,
15,0001,-004,0001,0002,-001,
16,-002,-001,-002,-001,-002,
17,-002,-001,-002,-001,-002,
18,-002,-001,-002,-001,-002,
19,-001,-002,0007,0001,-005,
20,-001,-002,0007,0001,-005,
21,-001,-002,0007,0001,-005,
22,0000,-002,0007,0000,-005,
23,0000,-002,0007,0000,-005,
24,0000,-002,0007,0000,-005,
25,-001,0003,0001,-001,-003,
26,-001,0003,0001,-001,-003,
27,-001,0003,0001,-001,-003,
28,0001,0000,0005,-004,-004,
29,0001,0000,0005,-004,-004,
