time,delta0,delta1,delta2,delta3,delta4
0,0037,0031,0060,0094,0076,
1,0038,0040,0064,0098,0087,
2,0053,0040,0064,0094,0088,
3,0053,0040,0064,0094,0088,
4,0025,0019,0036,0055,0052,
5,0022,0019,0031,0053,0051,
6,0022,0019,0029,0053,0051,
7,0013,0008,0020,0023,0022,
8,0013,0008,0020,0021,0022,
9,0013,0008,0020,0020,0022,
10,0009,0006,0009,0009,0010,
11,0009,0006,0009,0009,0010,
12,0009,0006,0009,0009,0010,
13,0002,0002,0002,0007,0007,
14,0002,0002,0002,0007,0007,
15,0002,0002,0002,0007,0007,
16,0001,0000,0001,0008,0005,
17,0001,0000,0001,0008,0005,
18,0001,0000,0001,0008,0005,
19,0008,0003,0004,0005,0002,
20,0005,0003,0004,0005,0002,
21,0005,0003,0004,0005,0002,
22,0000,0002,0001,0007,0005,
23,0000,0002,0001,0007,0005,
24,0000,0001,0000,0006,0004,
25,0004,0001,0001,0003,0004,
26,0004,0001,0001,0003,0004,
27,0004,0001,0001,0003,0004,
28,0003,-001,-004,0002,0000,
29,0003,-001,-004,0002,0000,
