delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0000,0002,0001,0000,0001,0000,-002,0000,-001
0000,0002,0001,0000,0000,0000,-002,0000,-002
0000,0001,0000,0000,0000,0001,-001,-001,-002
-001,0002,0001,0001,0001,0001,-001,-002,0001
-001,0002,0000,0000,0001,0001,0000,-001,0001
-001,0002,0001,0001,0003,0002,0000,0000,0001
0000,0002,0000,0000,0003,0000,0001,0000,0000
0002,0002,0000,0001,0003,0001,0000,0000,0002
0003,0002,0000,0002,0003,0001,0001,0001,0002
0003,0002,0001,0004,0003,0003,0002,0001,0002
0004,0004,0001,0004,0005,0003,0002,0001,0002
0005,0004,0001,0006,0005,0003,0006,0001,0002
0009,0005,0001,0011,0006,0003,0006,0000,0000
0014,0005,0002,0017,0006,0003,0008,0002,0001
0015,0006,0000,0022,0010,0001,0015,0005,0001
0020,0009,0003,0022,0011,0001,0015,0009,0001
0020,0012,0002,0020,0016,0001,0009,0009,0003
0009,0021,0003,0006,0029,0003,0004,0015,0003
0006,0050,0003,0001,0049,0003,0002,0019,0004
0006,0050,0003,0001,0049,0003,0002,0019,0004
0006,0031,0003,0001,0035,0003,0002,0019,0004
0006,0020,0003,0001,0026,0003,0002,0019,0004
0006,0014,0003,0001,0017,0003,0002,0019,0004
0006,0014,0003,0001,0014,0003,0002,0019,0004
0002,0008,0015,-001,0006,0015,0000,0004,0007
0002,0003,0015,-001,0005,0015,0000,0003,0008
0001,0001,0006,0000,0003,0010,0000,0002,0008
0001,0002,0002,0000,0002,0005,0000,0001,0005
-001,0001,0002,-001,0002,0000,0000,0001,0003
-001,0002,0001,-001,0002,0000,0001,0001,0003
0000,0001,0001,-001,0002,0000,0000,0000,0002
0001,0002,0001,-001,0001,0000,0000,0000,0001
0001,0001,0001,-001,0001,0002,-002,0000,0002
0000,0001,0000,-001,0001,0002,-001,0000,0001
0000,0001,0002,-001,0002,0000,-001,0000,0001
0001,0001,0000,0000,0002,0000,-001,0000,0000
0001,0001,0000,0000,0002,0001,-001,0000,0000
0002,0002,0000,0000,0002,0001,-001,0000,0000
0000,0001,0000,0000,0001,0001,0000,0000,0001
0001,0001,-001,0000,0002,0001,0000,0000,0000
0001,0001,-001,-001,0002,0001,0000,0000,0001
0001,0002,0000,-001,0002,0001,-001,0000,0001
0001,0002,0000,-002,0001,0002,-001,0000,0001
0001,0002,0000,0000,0001,0002,-001,0000,-002
0000,0002,0000,-001,0002,0002,-001,0000,-002
0000,0002,0000,0000,0002,0000,-001,0000,0000
0000,0002,0001,0000,0002,0002,-001,0000,0001
0001,0001,0001,0000,0003,0002,-002,0000,0001
0001,0001,0001,-001,0003,0002,-002,0000,0001
0001,0001,0001,-001,0003,0000,-002,0000,0000
0001,0002,0001,0000,0003,0000,-001,0000,0000
0001,0002,0001,0000,0001,0000,-001,0002,0002
0001,0002,0001,-002,0002,0002,-001,0002,0002
0001,0002,0000,-002,0002,0002,-002,0000,0004
0001,0002,0001,-002,0002,0001,-001,0000,0003
