delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0002,0000,0002,0000,0001,0001,0004,0002,0001
0003,0000,0002,0001,0002,0001,0004,0002,0001
0002,0000,0003,0003,0002,0001,0004,0003,0000
0002,0001,0002,0003,0002,0003,0004,0003,0000
0002,0001,0003,0005,0003,0003,0005,0003,0001
0003,0002,0003,0005,0003,0003,0008,0003,0004
0005,0003,0003,0005,0004,0003,0009,0003,0003
0005,0003,0003,0007,0004,0003,0011,0004,0003
0006,0003,0002,0010,0005,0004,0011,0005,0003
0008,0003,0002,0014,0005,0004,0011,0007,0001
0012,0005,0003,0014,0007,0003,0013,0009,0001
0012,0007,0004,0014,0011,0003,0013,0009,0003
0010,0011,0004,0013,0014,0003,0010,0011,0003
0006,0016,0004,0008,0018,0003,0005,0013,0003
0004,0016,0005,0005,0021,0003,0005,0013,0005
0003,0017,0007,0003,0021,0009,0004,0011,0009
0003,0016,0014,0002,0020,0018,0003,0009,0013
0002,0008,0025,0001,0011,0026,0001,0008,0020
0002,0005,0028,0001,0003,0035,0001,0002,0020
0002,0005,0029,0001,0003,0039,0001,0002,0020
0002,0005,0029,0001,0003,0040,0001,0002,0020
0002,0005,0027,0001,0003,0043,0001,0002,0020
0002,0005,0026,0001,0003,0043,0001,0002,0020
0002,0005,0023,0001,0003,0041,0001,0002,0020
0000,0003,0012,0000,0002,0031,0000,0002,0020
0000,0003,0007,0000,0001,0011,0000,0002,0010
0000,0003,0006,0000,0001,0011,0000,0002,0010
0000,0003,0005,0000,0001,0010,0000,0002,0010
0000,0003,0004,0000,0001,0007,0000,0002,0010
0000,0003,0003,0000,0001,0007,0000,0002,0010
0000,0003,0003,0000,0001,0006,0000,0002,0010
0000,0003,0003,0000,0001,0004,0000,0002,0010
0000,0001,0003,0000,0002,0003,0001,0002,0007
-001,0001,0003,0000,0002,0002,0001,0000,0003
-001,0003,0002,0000,0001,0002,0002,0000,0003
-001,0003,0002,0000,0001,0002,0002,0000,0003
0000,0000,0002,0000,0001,0002,0002,0002,0003
0001,0000,0002,0000,0001,0002,0000,0001,0003
0001,0000,0002,0000,0001,0002,0000,0002,0003
0000,0000,0001,0000,0001,0000,0000,0001,0003
0000,0000,0001,0000,0000,0002,0000,0001,0002
-001,0000,0001,0001,0000,0003,0000,0001,0001
0000,0001,0001,0000,0000,0003,0001,0001,0002
-001,0001,0001,0000,0001,0001,0003,0000,0002
0000,0001,0001,-001,0001,0001,0002,0000,0003
-001,0001,0001,-001,0002,0001,0002,0001,0004
0000,0000,0001,-001,0002,0001,0002,0001,0004
-001,-002,0001,-001,0001,0001,0002,0001,0004
0000,-002,0001,0001,0001,0001,0002,0001,0001
0000,0001,0001,-001,0001,0001,0001,0001,0001
0000,0001,0001,0001,0001,0002,0001,0001,0001
0000,0001,0000,0001,0001,0001,0000,0001,0001
0000,0002,0002,0001,0001,0002,0001,0001,-001
0000,0002,0001,0001,0000,0002,0001,0001,0002
0000,0002,0003,0000,0001,0002,0001,0001,0002
