delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0001,0001,0000,0002,0001,-002,0003,0000,0001
0002,0001,0000,0001,0001,-002,0006,0000,0001
0003,0002,0000,0002,0001,0003,0006,0000,0001
0004,0003,0001,0003,0002,0004,0007,0002,0003
0004,0003,0001,0003,0002,0004,0008,0002,0003
0004,0002,0000,0007,0002,0002,0010,0004,0002
0006,0002,0000,0009,0003,0002,0012,0004,0002
0007,0004,0000,0011,0005,0003,0013,0005,0002
0009,0004,0000,0013,0007,0003,0013,0008,0003
0009,0007,0000,0013,0010,0003,0012,0008,0003
0007,0009,0001,0011,0014,0003,0008,0011,0006
0005,0009,0004,0007,0016,0005,0005,0013,0007
0005,0013,0008,0002,0017,0006,0004,0011,0007
0001,0009,0009,0000,0016,0014,0001,0009,0012
0001,0009,0016,0000,0007,0020,0001,0003,0015
0001,0004,0018,0000,0003,0021,0001,0003,0019
0001,0003,0016,0000,0003,0020,0001,0001,0019
0001,0002,0014,0000,0001,0019,0001,0001,0016
0000,0002,0007,0000,0001,0015,0001,0001,0014
0000,0002,0007,0000,0001,0014,0001,0001,0010
0000,0002,0006,-001,0001,0010,0001,0000,0009
-001,0001,0004,-001,0002,0007,0001,0001,0010
0000,0000,0003,0000,0000,0005,0000,0000,0009
0000,0000,0001,0001,0001,0004,0002,0001,0009
0002,-001,0001,0000,0001,0004,0002,0001,0006
0002,0001,0001,-001,0001,0002,0003,0001,0005
0002,-001,0001,-001,0000,0003,0003,0000,0005
0002,-001,0001,0001,0000,0003,0002,0000,0005
0001,-001,0001,0001,0001,0003,0000,0000,0005
0001,-001,-001,0001,0001,0003,0000,0001,0004
0001,-001,-001,0001,0000,0003,0000,0000,0004
0001,-001,0000,0001,0000,0001,0000,0001,0004
0001,0000,0000,0001,0000,0002,0000,0000,0003
0001,0000,0001,0000,0001,0002,0001,0000,0003
0002,0000,0001,0000,0001,0002,0001,0000,0004
0001,0000,0001,0000,0000,-001,0000,-001,0004
0000,-001,0001,-001,0000,-001,0000,-001,0004
0000,-001,0001,0000,0000,0002,0000,-001,0003
0001,-001,-001,0000,0001,0002,0001,0001,0003
0001,-002,-001,0001,0000,0002,0001,0001,0002
0001,-002,-001,0001,0000,0001,0002,0001,0001
0001,-002,-001,0001,-001,-001,0001,0001,0000
0000,-001,-001,0000,-001,-001,0000,-001,0001
0000,-002,-001,-001,-001,-001,0000,0001,0001
0002,-001,-005,-001,-001,-001,0000,-001,0001
0002,-002,-005,0001,0000,-001,0001,0000,0001
0002,-001,-002,0001,-001,-002,0001,-001,0001
0002,0000,-001,0001,0000,-001,0001,0000,0001
0002,0000,-001,0000,0000,-001,0000,0000,0001
0001,-001,-002,0000,0000,0000,0000,0000,0001
0001,-001,-002,0000,0001,0001,0000,0000,0001
0001,-002,-002,0001,0001,0001,0000,0000,0001
0001,0000,-002,0000,0001,0001,-001,-001,0001
0002,-002,-002,0000,0000,-002,0000,0000,0001
0002,0000,-002,0000,0000,0000,0000,0000,0004
