delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0002,0000,0000,0000,0000,0001,-003,0000,0001
0002,0000,0001,0000,0000,0001,0000,0001,0001
0003,0000,0002,0001,0000,0001,0000,0001,0000
0003,0000,0002,0001,0000,0002,0000,0001,0000
0003,0000,0000,0001,0000,0002,0000,0001,0000
0003,0000,0000,0000,0000,0001,0000,0001,0000
0003,0000,0000,0002,0001,0001,0002,0001,0000
0003,0001,0001,0002,0002,0001,0002,0001,0000
0003,0002,0002,0005,0003,0003,0002,0002,-001
0007,0002,0001,0005,0003,0005,0002,0002,-001
0008,0002,0002,0006,0004,0005,0002,0002,-001
0011,0002,0002,0008,0006,0005,0008,0003,0000
0012,0002,0002,0012,0006,0003,0008,0003,0000
0012,0002,0002,0018,0006,0003,0011,0003,0000
0021,0003,0002,0025,0005,0003,0011,0005,0000
0022,0003,0002,0025,0005,0005,0011,0005,0000
0022,0003,0002,0020,0005,0005,0011,0005,0000
0018,0007,0002,0018,0009,0001,0010,0005,-001
0011,0008,0002,0008,0009,0000,0007,0006,-001
0006,0013,0002,0003,0017,0001,0007,0012,0000
0006,0013,0002,0002,0017,0002,0002,0012,0001
0001,0009,0004,0002,0012,0003,0002,0011,0004
0001,0006,0005,0000,0006,0006,0001,0007,0001
0001,0003,0007,0000,0004,0008,-002,0005,0004
0001,0002,0005,0000,0002,0008,0000,0003,0004
0000,0001,0004,0002,0002,0004,0000,0002,0006
0000,0001,0003,0002,0001,0002,0000,0002,0004
0000,0001,0002,-001,0001,0002,0000,0001,0001
0000,0001,0002,-001,0001,0002,0001,0001,0001
0002,0000,-002,-001,0001,0001,0001,0001,0000
0002,0000,0000,0000,-001,-001,-001,0000,-002
0002,-001,0000,0000,-001,-002,-001,0000,-003
0001,-001,0000,0000,-001,-002,0000,0000,-002
0002,0000,0000,-001,0000,-003,0000,0002,-002
0001,0000,0000,-001,0000,-002,0000,0001,-001
0001,0001,0000,-001,0000,-002,-001,0001,-001
0001,-001,0001,0000,0000,-002,-001,0001,-002
0001,0000,0001,-002,0000,-001,-001,0000,-002
0002,0000,0001,0000,0000,-001,-001,0000,-001
0001,0000,0000,-002,0000,-001,-001,0000,-001
0001,-001,0000,0000,0000,0000,-001,0001,-003
0001,-001,0000,0000,0000,-002,-001,0000,-003
0001,-001,0000,0000,0000,-001,0000,0000,-001
0001,0000,0001,-001,0000,-002,0000,0000,-001
0001,-001,0000,-002,-001,-002,0000,0000,-001
0002,0000,0000,-001,0000,-002,0001,0000,-001
0003,0000,0000,0000,0000,-001,0001,0000,-001
0002,0000,0000,0000,0000,0000,0001,0001,-001
0003,0000,0001,-001,-001,0000,0001,0001,-002
0001,0000,0000,-001,-001,-001,0001,0001,-002
0001,0000,0000,-002,0000,-001,-001,0000,-002
0001,0000,0000,-002,0000,-001,-001,-001,-001
0001,0000,0000,-002,0000,0000,-001,0000,-001
0002,0000,0000,-002,0000,0000,-002,0001,-001
0002,-001,0001,-002,0000,0000,0000,0001,-001
