delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0003,0000,0001,0003,0001,0001,0005,0002,0000
0001,0001,0001,0002,0001,0001,0005,0002,0001
0001,0001,-002,0002,0002,0002,0005,0003,0001
0001,0001,-002,0002,0002,0002,0007,0003,0001
0004,0002,0001,0003,0003,0002,0007,0003,0002
0004,0002,0001,0004,0002,0001,0009,0003,0001
0006,0002,0002,0007,0002,0002,0009,0003,0002
0006,0002,0002,0007,0002,0002,0010,0004,0002
0007,0004,0004,0008,0004,0004,0013,0005,0002
0009,0004,0005,0012,0004,0004,0016,0004,0002
0010,0004,0005,0013,0005,0004,0016,0005,0002
0011,0006,0005,0017,0006,0004,0019,0007,0002
0012,0006,0005,0019,0007,0002,0019,0007,0002
0013,0006,0004,0019,0010,0001,0019,0008,0003
0013,0006,0004,0020,0010,0001,0016,0006,0002
0013,0008,0004,0020,0010,0001,0012,0008,0001
0011,0013,0004,0012,0017,0001,0008,0010,0001
0009,0015,0004,0008,0018,0002,0008,0013,0003
0005,0018,0007,0005,0022,0005,0007,0013,0003
0005,0019,0007,0004,0022,0006,0004,0011,0008
0002,0019,0011,0001,0020,0011,0004,0009,0009
0001,0015,0013,-001,0017,0017,0004,0006,0009
0001,0008,0016,-001,0003,0019,0003,0004,0009
0001,0004,0020,-001,0002,0023,0001,0003,0009
0000,0002,0019,0000,0000,0022,0000,0001,0008
-002,0002,0010,0000,0000,0009,0000,0001,0005
-002,0000,0005,0000,-001,0005,0000,0001,0002
-002,0000,0001,0000,-001,0002,0000,-001,-001
-001,0000,0000,0000,-001,0002,0003,-002,-001
-001,-001,0000,0000,-002,0002,0003,-001,-002
-001,0000,0000,0002,-001,-001,0002,-001,-004
-001,0000,0000,0002,-001,-001,0002,-001,-002
-001,0000,0000,0002,0000,-001,0002,0000,-001
-001,-001,0001,0001,-001,-001,0002,0000,-001
-001,-001,0001,0001,-001,-001,0002,0000,-002
-001,-001,0001,0001,-001,-001,0002,0002,-002
0000,-001,0001,0001,-001,-003,0002,0002,-002
0000,0000,0001,0000,-001,-003,0002,0001,0001
-001,0000,0001,0000,-002,-002,0002,0000,-002
-001,0000,0000,0000,-002,-002,0001,0000,-002
-001,0000,0000,0001,-002,-002,0001,0000,-002
0000,0000,0000,0001,-002,-002,0001,0001,0001
0000,0000,0000,0001,-002,-002,0003,0001,0001
0000,0000,0000,0001,-002,-001,0003,0001,-002
-002,0000,0000,0000,-001,-002,0002,0000,-002
0000,0000,0000,0002,-001,-002,0002,0000,-002
0000,0000,0001,0001,-001,-002,0002,0000,-002
0000,0001,-002,0001,-001,-002,0002,0000,-002
0000,0001,0000,0001,-001,-001,0002,0001,-003
0000,0001,0000,0001,-001,-002,0002,0002,-002
0000,0000,0001,0000,-002,-002,0003,0001,-001
0000,-001,0001,0000,-002,-002,0002,0001,-001
0001,0000,0000,0001,-002,-002,0003,0000,-002
-001,0001,0000,0001,-002,-002,0002,0000,-003
0001,0001,0000,0001,-002,-004,0002,0000,-003
