delta1,delta2,delta3,delta4
00000,00000,-0001,-0002
00001,-0002,00000,-0001
00000,-0001,00001,00000
00002,00000,-0001,00001
00001,00000,00000,-0001
00001,00002,-0001,-0001
00002,00000,00001,00001
-0002,00000,00000,00000
00004,00002,-0001,00000
00001,00001,00000,-0001
00004,00001,00000,00001
00005,00002,00001,00001
00012,00004,00001,00003
00018,00007,00004,00008
00023,00017,00013,00016
00022,00017,00013,00016
00021,00017,00013,00016
00024,00017,00013,00016
00022,00017,00013,00016
00022,00017,00013,00016
00021,00020,00025,00026
00021,00025,00024,00021
00021,00021,00022,00024
00021,00022,00023,00024
00021,00022,00022,00025
00021,00025,00025,00028
00039,00023,00025,00038
00034,00023,00029,00042
00022,00019,00029,00036
00014,00012,00024,00026
00012,00010,00024,00026
00011,00008,00024,00026
00010,00008,00024,00026
00009,00007,00024,00026
00009,00008,00024,00026
00008,00008,00010,00015
00008,00008,00008,00013
00008,00008,00006,00013
00008,00008,00008,00011
00008,00008,00007,00011
00008,00008,00005,00009
00004,00004,00005,00008
00004,00004,00002,00006
00001,00004,00002,00005
00002,00003,00000,00003
00002,00004,00003,00001
00001,00005,-0002,-0002
00002,00005,00000,00001
00002,00001,-0001,-0001
-0004,00002,00002,00002
00000,-0001,00000,00000
00005,00004,00002,00000
00000,00000,00001,-0001
00000,-0001,00000,00001
00001,00000,00000,-0002
