delta1,delta2,delta3,delta4
00000,00002,00001,00000
00000,00001,00001,00000
00002,00001,00000,-0002
00000,00000,00001,00001
-0001,00002,00000,-0001
00002,00003,00001,-0001
00003,00001,-0002,00002
00004,00001,00001,00002
00010,00001,00002,00007
00015,00005,00006,00012
00017,00009,00011,00018
00019,00010,00013,00020
00019,00010,00013,00018
00022,00011,00017,00020
00019,00011,00017,00027
00019,00011,00017,00023
00019,00011,00017,00022
00019,00011,00017,00021
00019,00011,00017,00023
00018,00012,00017,00026
00011,00014,00015,00022
00010,00007,00012,00022
00008,00007,00008,00013
00008,00007,00008,00013
00008,00007,00008,00011
00008,00007,00008,00009
00008,00007,00008,00009
00008,00007,00008,00008
00003,00005,00005,00007
00004,00004,00003,00005
-0001,00003,00004,00002
00000,00003,00002,00000
00002,00005,00001,00001
00002,00002,00001,00000
00002,00001,00000,00002
00001,00002,00000,00001
00001,00000,00000,00000
00001,00001,00000,-0002
00000,00000,00001,00000
00005,-0001,00000,00001
00002,00000,-0001,00000
00001,00004,00000,00000
00000,00000,-0001,-0001
00002,-0001,00001,-0002
00003,-0003,00001,00000
00000,00001,00001,-0001
00001,00001,-0001,-0001
00000,00001,-0001,-0001
00000,00001,-0001,-0001
00002,00001,-0001,-0003
00004,00000,00000,-0001
-0001,00002,00000,00000
00001,-0001,00000,-0002
00000,00000,-0001,00001
00001,00001,00000,00000
