delta1,delta2,delta3,delta4
-0001,00002,00001,00001
-0002,00002,-0001,00001
00002,-0003,00003,-0005
00000,-0001,00000,00000
-0001,00002,-0001,00000
-0002,00002,00002,00001
00001,00003,00000,00001
00000,00005,00003,-0001
00002,00004,00000,00001
00004,00001,00002,00003
00003,00002,00000,00001
00006,00004,00001,00003
00010,00007,00002,00004
00016,00010,00003,00014
00024,00016,00008,00013
00025,00016,00008,00013
00029,00016,00008,00013
00030,00016,00008,00013
00030,00016,00008,00013
00032,00016,00008,00013
00032,00026,00025,00044
00032,00027,00031,00047
00032,00027,00033,00049
00032,00029,00038,00048
00032,00028,00040,00051
00032,00029,00040,00048
00037,00030,00041,00053
00036,00037,00038,00053
00034,00038,00039,00063
00025,00037,00043,00063
00020,00027,00044,00054
00017,00021,00036,00041
00016,00020,00030,00031
00011,00016,00021,00025
00012,00016,00021,00025
00011,00016,00021,00025
00010,00016,00021,00025
00010,00016,00021,00025
00009,00016,00021,00025
00007,00011,00012,00015
00007,00009,00012,00015
00007,00010,00009,00012
00007,00008,00009,00020
00007,00009,00011,00020
00007,00009,00007,00020
00004,00010,00009,00011
00004,00010,00009,00006
00004,00010,00009,00007
00004,00010,00009,00008
00004,00010,00009,00008
00004,00010,00009,00005
00003,00006,00002,00007
00001,00004,00004,00005
00002,00002,00002,00003
00002,00003,00002,00004
