delta1,delta2,delta3,delta4
00003,00001,00001,-0001
00001,-0001,-0001,-0003
00005,00003,-0001,00000
00003,00001,00001,-0001
00003,00002,00001,00000
00006,00002,00001,00001
00008,00005,00003,00004
00014,00006,00003,00005
00015,00011,00006,00008
00020,00016,00010,00011
00016,00016,00010,00011
00018,00016,00015,00017
00017,00018,00019,00021
00017,00018,00019,00021
00017,00018,00019,00024
00017,00018,00019,00022
00017,00018,00019,00024
00017,00018,00019,00024
00021,00019,00019,00028
00024,00019,00019,00028
00023,00019,00019,00028
00026,00019,00019,00028
00020,00019,00019,00028
00022,00025,00027,00031
00024,00024,00030,00031
00019,00020,00028,00031
00019,00020,00027,00031
00019,00014,00025,00031
00019,00014,00020,00031
00016,00015,00021,00025
00016,00015,00017,00025
00012,00012,00017,00022
00007,00011,00014,00020
00009,00009,00009,00015
00009,00009,00009,00014
00009,00009,00009,00013
00009,00009,00009,00012
00009,00009,00009,00010
00009,00009,00009,00009
00008,00006,00006,00006
00004,00005,00004,00007
00007,00005,00003,00004
00005,00003,00003,00005
00001,00003,00002,00004
00004,00004,00001,00002
00004,-0001,00002,00002
00001,00002,00002,00002
00002,00002,00000,00002
00001,00002,00000,00002
00005,00004,00001,00000
00003,00001,00000,00002
00004,00002,00000,00000
00001,00002,00000,00002
00003,00001,00001,00000
00002,00001,00001,00000
