delta1,delta2,delta3,delta4
00001,00000,-0001,00001
00000,00000,-0001,00001
00000,00002,-0001,00002
-0001,00001,00000,00002
00001,-0001,00000,00002
-0003,00001,00001,00001
00001,00003,-0002,00003
-0002,00000,00001,00000
-0001,00000,00001,00003
00000,00001,00000,00002
00003,00003,00000,00003
00007,00002,00001,00004
00015,00011,00001,00009
00022,00015,00001,00011
00023,00015,00001,00011
00024,00015,00001,00011
00025,00015,00001,00011
00028,00015,00001,00011
00030,00015,00001,00011
00027,00024,00023,00023
00027,00026,00026,00030
00027,00028,00029,00033
00027,00029,00031,00034
00027,00032,00032,00036
00027,00035,00037,00040
00042,00041,00038,00047
00156,00060,00039,00062
00923,00072,00051,00094
00155,00093,00841,00246
00023,00021,02057,00152
00027,00023,00860,00105
00024,00029,00050,00077
00024,00027,00036,00088
00017,00015,00022,00047
00017,00015,00022,00047
00017,00010,00022,00047
00017,00009,00022,00047
00017,00009,00022,00047
00017,00005,00022,00047
00007,00007,00008,00015
00006,00007,00007,00014
00006,00007,00006,00013
00006,00007,00006,00011
00006,00007,00005,00010
00002,00007,00004,00007
00004,00004,00004,00008
00002,00002,00002,00004
00002,00003,00002,00004
-0001,00000,-0001,00002
00002,00001,-0001,00004
00001,00001,00001,00002
-0002,00000,00000,00002
00004,-0002,00002,-0001
00004,00002,00000,00001
00002,00002,00000,00000
