delta1,delta2,delta3,delta4
00003,-0001,00000,00003
00003,00001,00001,00002
-0001,00003,-0003,00003
00002,00002,00001,00003
00007,00001,00000,00004
00006,00005,00001,00004
00010,00003,00001,00004
00012,00015,00001,00005
00013,00009,00006,00012
00013,00010,00006,00014
00014,00009,00010,00016
00019,00016,00011,00019
00014,00012,00015,00022
00014,00012,00015,00019
00018,00014,00017,00025
00018,00014,00017,00027
00018,00014,00017,00025
00018,00014,00017,00028
00018,00014,00017,00033
00018,00014,00017,00035
00018,00019,00021,00038
00018,00019,00023,00038
00018,00019,00025,00038
00018,00019,00026,00038
00018,00019,00027,00038
00018,00019,00025,00038
00015,00014,00024,00031
00010,00017,00024,00026
00009,00012,00017,00020
00009,00008,00011,00015
00009,00008,00011,00017
00009,00008,00010,00017
00009,00008,00011,00017
00009,00008,00012,00017
00009,00008,00008,00017
00007,00005,00009,00014
00007,00005,00009,00014
00007,00005,00009,00012
00007,00005,00009,00013
00007,00005,00009,00012
00007,00005,00009,00010
00004,00005,00006,00010
00004,00006,00005,00009
00004,00003,00004,00008
00004,00004,00002,00006
00002,00005,00002,00005
00001,00002,00002,00004
00005,00001,00002,00003
00000,00004,00002,00003
00000,00002,-0001,00001
00002,00001,00001,00004
-0001,00002,00001,00003
00000,00002,00001,-0004
-0001,00002,00001,00006
00000,00000,00000,00002
