delta1,delta2,delta3,delta4
-0002,00001,00000,00002
00000,00001,00001,00002
-0002,-0001,-0001,00003
-0001,00002,00000,00002
00003,00002,00000,00003
00001,00002,00001,00001
00001,00001,00001,00002
00003,00005,00003,00006
00007,00008,00005,00007
00013,00009,00007,00012
00013,00012,00011,00017
00015,00014,00017,00021
00015,00014,00017,00021
00015,00014,00017,00020
00018,00017,00015,00023
00018,00017,00015,00023
00018,00017,00015,00026
00018,00017,00015,00026
00018,00017,00015,00026
00018,00017,00015,00028
00019,00018,00020,00027
00019,00018,00020,00027
00019,00019,00020,00028
00019,00019,00019,00028
00013,00016,00018,00024
00010,00010,00014,00020
00005,00006,00012,00014
00005,00006,00012,00012
00005,00006,00012,00012
00005,00006,00012,00007
00005,00006,00012,00012
00005,00006,00012,00008
00004,00005,00005,00009
00002,00004,00003,00006
00003,00002,00004,00006
00003,00003,00002,00003
00000,00001,00002,00003
00000,00003,00001,00002
00001,00003,00001,00003
-0001,00002,-0001,00002
-0001,00000,00000,00002
00000,00003,00000,00001
-0001,00001,00001,00001
-0002,00001,00001,00002
-0001,-0001,00000,00001
-0002,00002,00000,00002
-0002,00001,-0001,00001
-0001,00000,00001,00001
00001,-0002,00006,00000
-0002,00001,-0001,00000
-0001,00001,00001,00001
-0001,00003,-0001,00000
00000,00001,00000,00002
-0001,-0007,-0002,-0004
-0001,00000,-0001,00002
