delta1,delta2,delta3,delta4
00000,00001,-0001,00001
00000,00001,00001,00003
00003,00002,-0001,00000
00003,00002,00002,00004
00004,00005,00004,00006
00005,00006,00002,00006
00010,00008,00002,00008
00009,00009,00005,00010
00013,00009,00006,00011
00016,00012,00008,00016
00015,00013,00010,00020
00015,00013,00010,00019
00013,00015,00016,00022
00013,00015,00016,00021
00013,00015,00016,00023
00013,00015,00016,00020
00007,00011,00018,00019
00007,00011,00012,00015
00006,00010,00010,00015
00005,00006,00008,00015
00004,00006,00008,00011
00004,00004,00005,00008
00002,00004,00005,00007
00004,00005,00002,00007
00000,00003,00004,00006
00001,00003,00002,00005
00001,00002,00001,00003
00002,00001,00001,00003
-0001,00000,00000,00003
00002,00001,00000,00004
00001,00002,00001,00000
00000,00001,00000,00002
-0001,00003,00000,00003
-0001,00000,-0001,00003
-0003,00000,00000,00002
-0002,00001,-0001,00002
00000,00002,-0001,00002
-0001,00000,00000,00002
-0002,00004,00002,00000
-0003,00002,00000,00001
00000,00000,00001,00002
00000,00005,-0001,00001
00001,00002,-0001,00002
00001,-0001,-0001,00001
00000,00001,00000,00006
-0001,00000,00001,00003
00000,00000,00001,00002
-0001,00002,-0002,00001
00000,00002,-0001,00002
00000,00002,00000,00001
00001,00002,00002,00001
-0001,00002,-0001,00003
00000,00001,-0001,00002
-0002,00002,00000,00004
-0001,00002,00000,00002
