delta1,delta2,delta3,delta4
00002,00000,00000,00000
00002,00002,00001,00001
00001,00002,00002,00001
00004,00001,00005,00001
00003,00002,00001,00000
00002,00002,00002,00001
00003,00001,00001,00001
00002,00000,00002,00001
-0004,00002,00002,00002
00008,-0001,00000,-0002
00005,00002,00003,00001
00009,00004,00003,00001
00011,00004,00003,00006
00016,00010,00005,00011
00023,00015,00011,00018
00025,00015,00011,00018
00026,00015,00011,00018
00027,00015,00011,00018
00027,00015,00011,00018
00026,00015,00011,00018
00026,00023,00033,00034
00026,00024,00037,00034
00026,00024,00037,00036
00026,00026,00041,00040
00026,00026,00040,00040
00026,00027,00041,00044
00027,00028,00040,00043
00030,00031,00035,00046
00037,00029,00033,00047
00031,00031,00030,00047
00029,00029,00030,00039
00023,00025,00028,00035
00018,00020,00024,00028
00015,00015,00021,00023
00014,00014,00021,00023
00013,00013,00021,00023
00012,00011,00021,00023
00012,00012,00021,00023
00013,00012,00021,00023
00009,00013,00012,00014
00009,00013,00011,00020
00009,00013,00012,00020
00009,00013,00011,00020
00009,00013,00010,00020
00009,00013,00008,00020
00010,00010,00007,00012
00010,00010,00007,00013
00010,00010,00007,00011
00010,00010,00007,00009
00010,00010,00007,00010
00010,00010,00007,00009
00006,00007,00006,00009
00007,00005,00004,00007
00008,00007,00004,00005
00006,00006,00001,00004
