delta1,delta2,delta3,delta4
00002,00001,00001,00001
00001,00001,00002,-0001
00003,-0002,00000,00000
00002,00001,00001,-0001
00002,00003,-0001,-0001
00003,00002,00001,00001
00002,00002,00003,-0001
00004,00002,00001,-0001
00004,00003,00003,00002
00009,00006,00002,00002
00014,00009,00003,00005
00015,00013,00007,00011
00013,00015,00013,00015
00018,00009,00015,00016
00017,00023,00014,00017
00017,00012,00014,00017
00010,00011,00012,00015
00008,00007,00008,00008
00007,00003,00006,00009
00000,00003,00004,00004
-0001,00008,00001,00002
00005,00002,00000,00000
00002,00003,00001,00001
00002,00003,00001,00001
00001,00001,00001,00001
00007,00001,-0001,-0001
00001,00001,00000,00002
00000,00000,00000,00002
00000,00001,-0001,00000
00003,00002,00000,00000
00002,00001,-0001,00007
00002,00001,-0001,00001
00001,00001,00000,00000
00001,00002,00000,00000
00001,00001,00000,-0002
00004,00005,-0001,-0001
00001,00001,-0001,-0001
00000,00001,-0002,-0002
00000,00001,00000,-0002
00001,00002,00000,-0002
00000,00002,-0001,00000
-0001,00001,-0001,00000
00004,00001,00000,-0001
00001,00010,00002,00002
00003,00002,00000,00000
00000,-0001,00000,-0001
00000,00001,00000,00000
00001,00001,-0001,-0001
00002,-0002,-0001,00001
00001,00004,00000,-0001
00003,00001,-0001,-0001
00001,00000,-0002,00000
00001,00001,-0002,00001
00001,00002,00000,-0001
00001,-0001,00000,00000
