delta1,delta2,delta3,delta4
00001,00001,-0001,00000
-0001,-0001,00000,00000
-0001,00000,00001,00002
-0001,-0001,-0001,00001
00000,-0001,00000,00001
00001,00000,00001,00002
-0001,-0001,-0001,00000
-0001,00000,00001,00002
00000,-0001,00001,00001
00001,00000,00000,00001
-0001,00000,-0001,00001
00000,00001,00000,00002
00001,00000,-0002,00003
00012,00001,00002,00006
00027,00010,00005,00018
00035,00010,00005,00018
00034,00010,00005,00018
00035,00010,00005,00018
00029,00010,00005,00018
00028,00010,00005,00018
00026,00024,00035,00036
00026,00019,00029,00033
00026,00019,00025,00031
00026,00019,00023,00030
00026,00019,00021,00027
00026,00019,00019,00027
00017,00013,00017,00027
00010,00012,00012,00019
00016,00012,00012,00019
00007,00004,00005,00014
00003,00004,00005,00009
00008,00004,00005,00008
00004,00004,00005,00009
00003,00004,00005,00009
00001,00004,00005,00005
00001,00000,00002,00004
00000,00001,00000,00004
-0001,00001,00000,00001
00001,-0003,00000,00006
-0002,00002,-0001,00002
-0002,00000,00000,00000
-0002,00001,-0001,00003
00001,00000,00000,00002
00001,00000,00001,00002
00001,00000,00001,00002
00000,-0001,00000,00001
-0002,00000,00000,00003
-0001,00000,-0001,00000
00000,00000,00000,00001
-0001,00001,00000,00002
-0001,-0001,-0001,-0001
-0001,00000,00001,00003
-0001,00000,00000,00001
-0001,00002,-0001,00001
-0001,00000,-0001,00002
