delta1,delta2,delta3,delta4
00000,00001,00001,00003
-0001,-0001,00001,00002
00000,00000,-0001,00002
-0002,00000,00000,00001
-0003,00000,00000,-0001
-0003,00001,00001,-0005
00002,00000,00001,00001
00002,00000,00001,00004
00001,00000,00000,00002
00003,00002,00000,00003
00012,00006,00006,00009
00015,00009,00006,00010
00014,00010,00010,00017
00014,00011,00014,00016
00014,00011,00014,00024
00014,00011,00014,00021
00014,00011,00014,00021
00014,00011,00014,00026
00014,00011,00014,00021
00014,00011,00014,00021
00015,00019,00015,00025
00016,00013,00017,00025
00009,00009,00015,00022
00009,00008,00011,00014
00009,00008,00011,00015
00009,00008,00011,00011
00009,00008,00011,00015
00009,00008,00011,00012
00009,00008,00011,00010
00004,00004,00006,00009
00004,00002,00002,00007
00001,00003,00003,00006
00002,00001,00001,00005
00000,00000,00001,00001
00004,-0002,00003,00003
00004,00003,00000,00004
-0003,00008,-0003,00008
00003,00001,00000,00003
00000,-0001,00000,00002
00000,00000,-0001,00004
-0001,00002,00000,00002
-0001,-0002,00001,00003
-0002,00003,00003,00003
-0003,-0001,00001,00003
00001,-0001,00000,00003
-0002,-0001,-0001,00001
00000,00001,-0001,-0001
-0009,-0001,-0003,00000
00000,-0001,-0001,00001
-0002,-0001,00002,00000
-0001,00000,00001,00002
-0002,00001,00002,-0001
-0001,-0001,00000,00000
-0002,00000,00000,-0001
00000,00000,00001,00002
