delta1,delta2,delta3,delta4
00000,00002,00000,00002
00001,00002,-0001,00003
00000,00000,-0001,00002
-0001,00001,00000,00001
00000,00001,00000,00002
-0003,00001,-0001,00003
-0007,00004,00001,00003
00008,00004,00000,00002
00010,00007,00000,00006
00006,00006,00004,00008
00010,00007,00005,00013
00014,00011,00012,00016
00018,00016,00015,00020
00018,00016,00015,00022
00018,00016,00015,00024
00018,00016,00015,00029
00018,00016,00015,00031
00018,00016,00015,00033
00029,00021,00023,00036
00026,00021,00025,00036
00024,00020,00027,00036
00019,00020,00028,00036
00019,00018,00028,00036
00019,00018,00029,00036
00017,00015,00028,00035
00014,00012,00017,00028
00010,00009,00014,00022
00010,00009,00012,00022
00010,00009,00010,00022
00010,00009,00009,00022
00010,00009,00010,00022
00010,00009,00008,00022
00007,00006,00006,00014
00007,00006,00006,00014
00007,00006,00006,00013
00007,00006,00006,00013
00007,00006,00006,00010
00007,00006,00006,00011
00007,00002,00004,00009
00003,00004,00003,00005
00004,00003,00002,00008
00002,00004,00001,00005
00002,00002,00002,00004
00002,00001,00003,00003
00000,00001,00002,00004
-0003,00003,-0001,00002
00000,00002,00000,00003
00001,00006,00004,-0002
00001,00001,00001,00003
00001,00001,00000,00003
00005,00001,00000,00003
-0001,00000,-0001,00002
-0001,-0001,00000,00005
00001,00002,00000,00001
-0001,00000,00001,00002
