delta1,delta2,delta3,delta4
00002,00000,00001,00000
00004,-0001,00002,00001
00003,00001,00002,00002
00002,00001,00001,00001
00003,00002,00000,00000
00003,00001,00002,00002
00004,00002,00001,00000
00004,-0002,-0001,00003
00003,00002,00001,00000
00002,00004,00001,00000
00005,00003,00001,00003
00011,00005,00000,00001
00012,00004,00000,00003
00020,00012,00005,00010
00024,00012,00005,00010
00024,00012,00005,00010
00025,00012,00005,00010
00028,00012,00005,00010
00029,00012,00005,00010
00029,00027,00026,00024
00029,00027,00032,00028
00029,00030,00037,00033
00029,00029,00041,00036
00029,00032,00047,00037
00029,00029,00049,00037
00030,00027,00048,00044
00029,00028,00044,00043
00030,00028,00035,00041
00031,00029,00029,00043
00029,00028,00029,00045
00028,00028,00029,00043
00022,00021,00028,00035
00019,00019,00024,00027
00014,00014,00019,00025
00014,00013,00019,00025
00013,00011,00019,00025
00010,00010,00019,00025
00010,00007,00019,00025
00012,00011,00019,00025
00011,00009,00010,00015
00011,00009,00011,00016
00011,00009,00011,00016
00011,00009,00008,00016
00011,00009,00009,00016
00011,00009,00007,00016
00008,00007,00007,00011
00008,00007,00007,00011
00008,00007,00007,00011
00008,00007,00007,00009
00008,00007,00007,00008
00008,00007,00007,00007
00004,00005,00004,00007
00006,00007,00002,00007
00006,00005,00002,00006
00005,00004,00002,00005
