time,delta0,delta1,delta2,delta3,delta4
771,0026,0025,0030,0056,0070,
772,0026,0031,0032,0070,0085,
773,0028,0031,0036,0086,0088,
774,0028,0031,0040,0094,0088,
775,0028,0031,0040,0110,0079,
776,0039,0037,0049,0112,0075,
777,0039,0037,0054,0112,0066,
778,0039,0037,0058,0110,0065,
779,0039,0037,0065,0101,0064,
780,0038,0036,0065,0082,0058,
781,0034,0035,0058,0075,0058,
782,0034,0035,0054,0066,0056,
783,0034,0035,0046,0057,0052,
784,0034,0035,0046,0055,0051,
785,0034,0035,0042,0055,0051,
786,0029,0026,0034,0047,0044,
787,0027,0023,0034,0047,0040,
788,0025,0022,0029,0044,0038,
789,0022,0022,0029,0030,0030,
790,0018,0019,0023,0027,0024,
791,0015,0018,0023,0024,0023,
792,0015,0013,0016,0022,0023,
793,0015,0013,0016,0019,0021,
794,0012,0014,0014,0015,0019,
795,0014,0014,0016,0017,0019,
796,0014,0013,0016,0017,0016,
797,0014,0013,0018,0017,0015,
798,0013,0013,0019,0015,0014,
799,0013,0015,0018,0015,0014,
800,0011,0011,0019,0012,0016,
801,0014,0011,0018,0014,0016,
802,0014,0011,0018,0014,0016,
803,0014,0008,0017,0014,0016,
804,0012,0008,0017,0013,0016,
805,0012,0008,0017,0013,0016,
806,0013,0012,0015,0013,0014,
807,0013,0012,0016,0013,0014,
808,0013,0012,0016,0013,0014,
809,0013,0011,0016,0015,0017,
810,0013,0012,0016,0015,0017,
811,0013,0012,0016,0015,0017,
812,0016,0013,0016,0014,0012,
813,0016,0013,0015,0014,0013,
814,0013,0013,0015,0014,0013,
815,0012,0009,0015,0014,0015,
816,0012,0009,0015,0015,0015,
817,0011,0009,0015,0015,0015,
818,0012,0015,0019,0015,0015,
819,0012,0015,0019,0011,0015,
820,0013,0019,0019,0011,0016,
821,0012,0014,0016,0014,0016,
822,0011,0015,0016,0014,0016,
823,0011,0015,0017,0014,0016,
824,0012,0015,0018,0014,0014,
825,0012,0012,0018,0012,0014,
826,0012,0012,0018,0012,0014,
827,0011,0015,0016,0018,0019,
828,0013,0015,0019,0018,0019,
829,0013,0015,0020,0018,0019,
830,0013,0014,0020,0016,0016,
831,0013,0014,0020,0016,0016,
832,0014,0014,0020,0016,0016,
833,0016,0018,0024,0016,0020,
834,0017,0018,0024,0020,0020,
835,0020,0019,0024,0020,0020,
836,0019,0014,0022,0025,0027,
837,0019,0014,0022,0025,0027,
838,0019,0014,0022,0028,0027,
839,0018,0021,0023,0031,0030,
840,0020,0021,0026,0031,0030,
841,0020,0026,0033,0031,0031,
842,0034,0036,0035,0048,0045,
843,0042,0074,0054,0064,0063,
844,0050,0088,0058,0071,0067,
845,0050,0088,0058,0071,0067,
846,0044,0050,0052,0058,0054,
847,0038,0036,0041,0053,0047,
848,0036,0035,0040,0051,0043,
849,0036,0033,0037,0044,0043,
850,0034,0032,0035,0044,0043,
851,0029,0028,0032,0042,0034,
852,0024,0028,0032,0037,0034,
853,0024,0024,0027,0028,0034,
854,0020,0023,0025,0027,0022,
855,0019,0017,0021,0023,0022,
856,0015,0017,0021,0023,0021,
857,0015,0016,0017,0021,0018,
858,0015,0016,0017,0021,0018,
859,0016,0014,0017,0021,0017,
860,0016,0014,0019,0016,0014,
861,0016,0014,0019,0015,0014,
862,0017,0015,0020,0015,0014,
863,0013,0010,0020,0013,0015,
864,0013,0011,0020,0012,0015,
865,0013,0011,0017,0012,0015,
866,0013,0015,0017,0013,0015,
867,0013,0015,0017,0013,0015,
868,0013,0015,0017,0013,0015,
869,0014,0014,0016,0015,0018,
870,0014,0014,0016,0015,0018,
871,0013,0014,0016,0015,0016,
872,0013,0010,0013,0015,0013,
873,0012,0010,0017,0013,0013,
874,0012,0010,0020,0013,0013,
875,0012,0010,0020,0013,0013,
876,0012,0010,0017,0013,0017,
877,0012,0010,0016,0015,0017,
878,0016,0018,0016,0015,0017,
879,0016,0018,0016,0015,0015,
880,0012,0017,0016,0015,0015,
881,0011,0011,0015,0015,0016,
882,0011,0011,0015,0012,0016,
883,0012,0011,0014,0012,0016,
884,0013,0011,0014,0012,0013,
885,0014,0011,0011,0015,0013,
886,0015,0011,0014,0015,0013,
887,0016,0016,0014,0015,0012,
888,0016,0016,0016,0015,0013,
889,0015,0016,0016,0015,0016,
890,0011,0013,0018,0015,0016,
891,0010,0013,0018,0012,0014,
892,0010,0013,0018,0012,0014,
893,0011,0018,0018,0013,0018,
894,0013,0018,0017,0015,0018,
895,0013,0016,0016,0015,0018,
896,0013,0016,0015,0015,0015,
897,0013,0016,0016,0010,0012,
898,0013,0017,0016,0010,0012,
899,0015,0017,0016,0015,0018,
900,0015,0017,0019,0016,0018,
901,0015,0015,0019,0016,0018,
902,0015,0015,0022,0016,0016,
903,0015,0015,0022,0016,0016,
904,0013,0016,0022,0016,0016,
905,0013,0016,0020,0020,0020,
906,0013,0016,0020,0020,0020,
907,0015,0016,0020,0020,0020,
908,0016,0019,0028,0028,0033,
909,0019,0019,0028,0030,0034,
910,0020,0024,0031,0034,0036,
911,0026,0025,0031,0050,0058,
912,0026,0025,0033,0053,0062,
913,0026,0026,0035,0056,0072,
914,0031,0028,0042,0075,0095,
915,0031,0029,0042,0088,0095,
916,0033,0032,0042,0107,0092,
917,0033,0033,0048,0110,0081,
918,0033,0033,0052,0110,0072,
919,0033,0033,0054,0099,0067,
920,0033,0033,0058,0098,0065,
921,0033,0030,0058,0077,0060,
922,0033,0030,0051,0071,0060,
923,0030,0030,0047,0064,0057,
924,0027,0029,0038,0051,0050,
925,0024,0023,0032,0045,0036,
926,0024,0022,0029,0042,0036,
927,0016,0019,0020,0030,0032,
928,0016,0016,0019,0026,0026,
929,0018,0016,0017,0024,0019,
930,0018,0016,0017,0017,0016,
931,0017,0016,0017,0015,0016,
932,0013,0009,0018,0013,0014,
933,0014,0009,0018,0012,0014,
934,0013,0009,0018,0012,0014,
935,0013,0014,0014,0015,0017,
936,0011,0014,0014,0015,0017,
937,0011,0012,0014,0015,0018,
938,0011,0012,0013,0015,0017,
939,0011,0010,0015,0015,0017,
940,0011,0010,0015,0015,0016,
941,0013,0014,0016,0013,0012,
942,0013,0014,0016,0012,0012,
943,0013,0014,0016,0012,0012,
944,0013,0014,0018,0012,0013,
945,0013,0014,0018,0012,0013,
946,0012,0014,0018,0012,0013,
947,0012,0014,0016,0013,0016,
948,0012,0014,0016,0013,0016,
949,0012,0016,0016,0013,0016,
950,0012,0014,0013,0017,0018,
951,0009,0014,0014,0017,0018,
952,0009,0013,0014,0017,0016,
953,0014,0013,0016,0012,0012,
954,0014,0013,0017,0012,0012,
955,0013,0012,0019,0012,0012,
956,0012,0012,0019,0015,0016,
957,0012,0012,0013,0015,0016,
958,0012,0012,0013,0015,0012,
959,0013,0012,0014,0011,0012,
960,0013,0012,0016,0011,0012,
961,0010,0012,0016,0011,0013,
962,0010,0012,0016,0014,0012,
963,0010,0014,0013,0014,0012,
964,0011,0014,0013,0014,0012,
965,0012,0015,0018,0012,0015,
966,0012,0014,0018,0012,0015,
967,0012,0015,0017,0012,0015,
968,0012,0014,0013,0013,0015,
969,0012,0014,0013,0013,0015,
970,0012,0010,0013,0013,0015,
971,0012,0010,0014,0015,0014,
972,0012,0010,0014,0015,0014,
973,0012,0010,0014,0015,0014,
974,0012,0011,0016,0018,0015,
975,0012,0011,0016,0018,0015,
976,0013,0011,0017,0017,0018,
977,0013,0012,0017,0016,0018,
978,0013,0012,0017,0016,0018,
979,0013,0013,0017,0016,0018,
980,0014,0015,0019,0019,0019,
981,0014,0015,0019,0021,0019,
982,0014,0015,0019,0023,0019,
983,0017,0017,0024,0036,0028,
984,0017,0019,0024,0038,0033,
985,0017,0022,0024,0041,0035,
986,0025,0023,0033,0056,0049,
987,0027,0024,0034,0057,0049,
988,0027,0024,0037,0061,0049,
989,0032,0033,0044,0066,0064,
990,0032,0033,0046,0070,0064,
991,0033,0036,0047,0071,0066,
992,0040,0036,0047,0071,0066,
993,0040,0033,0047,0071,0064,
994,0040,0033,0038,0061,0054,
995,0033,0032,0037,0056,0052,
996,0033,0032,0037,0043,0038,
997,0023,0023,0029,0036,0031,
998,0020,0022,0024,0034,0028,
999,0017,0014,0020,0023,0025,
