delta1,delta2,delta3,delta4
00000,-0001,00001,00001
00002,-0002,-0001,00001
00000,-0001,00003,00002
00001,00000,00001,00001
00002,00000,00002,00002
00002,00002,00002,00001
00003,00001,00004,00003
00002,00003,00003,00002
00004,00002,00004,00003
00004,00004,00004,00002
00007,00007,00005,00005
00009,00012,00008,00006
00014,00015,00010,00012
00018,00017,00015,00016
00020,00021,00023,00026
00024,00023,00026,00029
00027,00025,00028,00035
00027,00024,00033,00038
00030,00024,00036,00047
00040,00021,00037,00052
00039,00018,00034,00059
00040,00011,00018,00060
00040,00009,00018,00060
00040,00005,00018,00060
00040,00005,00018,00060
00040,00003,00018,00060
00040,00003,00018,00060
00010,00005,00005,00017
00003,00005,00003,00017
00004,00005,00003,00017
00003,00005,00002,00017
00001,00005,00003,00017
00004,00005,00002,00017
00002,00000,00000,00003
00002,00000,00000,00004
00002,00000,00000,00003
00002,00000,00000,00003
00002,00000,00000,00003
00002,00000,00000,00002
00002,-0002,00001,00001
00001,00000,00001,00001
00000,-0001,00000,00001
00001,00000,00002,00001
-0001,-0001,00002,00002
00000,00000,00001,00000
00001,00000,00002,00001
-0001,-0002,-0002,00001
00003,00001,00001,00000
00002,00000,-0001,00004
00002,00000,-0001,00003
00000,-0002,00001,00000
00000,-0001,00001,00001
00000,00002,00000,00000
00001,00000,00001,00004
00001,-0002,00001,-0001
