delta1,delta2,delta3,delta4
00002,00001,00001,-0001
00000,00000,00000,00002
00002,00001,00002,-0002
00002,00001,00000,00001
00000,00000,00002,00001
00002,00001,00001,00001
00002,00002,00002,00002
00001,00001,00004,00001
00002,00002,00001,00000
00003,00003,00001,00001
00004,00005,00002,00001
00006,00008,00004,00002
00009,00012,00006,00005
00014,00016,00006,00007
00024,00024,00009,00008
00026,00025,00009,00008
00029,00029,00009,00008
00031,00026,00009,00008
00036,00031,00009,00008
00038,00033,00009,00008
00042,00036,00028,00028
00042,00036,00033,00032
00042,00036,00037,00042
00042,00036,00041,00047
00042,00036,00046,00057
00042,00036,00049,00058
00052,00037,00052,00076
00042,00020,00039,00095
00032,00017,00021,00081
00029,00012,00012,00046
00029,00011,00010,00046
00029,00008,00010,00046
00029,00006,00008,00046
00029,00007,00008,00046
00029,00005,00008,00046
00015,00006,00006,00021
00013,00006,00006,00021
00009,00006,00006,00021
00007,00006,00006,00021
00008,00006,00006,00021
00007,00006,00006,00021
00005,00003,00004,00009
00005,00003,00004,00008
00005,00003,00004,00010
00005,00003,00004,00007
00005,00003,00004,00007
00005,00003,00004,00006
00003,00000,00002,00006
00002,00000,00000,00004
00003,00000,00002,00004
00002,00000,00003,00004
00005,00002,00002,00003
00003,00000,00001,00004
00004,00001,00002,00004
00003,00002,00002,00002
