delta1,delta2,delta3,delta4
00001,-0004,-0002,00000
-0005,-0001,00001,-0003
00001,-0004,-0002,00000
-0001,-0006,-0001,00000
00002,-0006,-0002,-0002
00000,-0006,-0001,00001
00001,-0007,-0004,00003
-0002,-0009,-0002,00000
00000,-0003,-0001,00002
-0003,-0004,00000,00000
-0001,-0003,-0001,00001
00001,-0002,00000,-0002
00001,-0002,00001,00002
00010,00008,00003,00006
00016,00005,00010,00023
00016,00005,00010,00025
00016,00005,00010,00020
00007,-0003,00002,00013
00002,-0004,00002,00006
00000,-0005,00001,00003
00001,-0004,00000,00001
00000,-0004,00000,00002
00001,-0004,-0002,00000
-0001,-0005,00001,00003
00001,-0005,00000,00003
00001,-0005,-0001,00001
00001,-0005,00000,00004
00001,-0005,-0002,00001
00001,-0005,00000,00003
00003,-0005,-0001,00003
00002,-0004,-0001,00004
00003,-0002,00001,00006
00004,-0003,00000,00004
00003,-0003,00001,00005
00002,-0003,00000,00004
00002,-0003,00001,00001
00001,-0002,-0001,00001
00001,-0005,00001,00001
00000,-0005,-0001,00001
00000,-0004,-0001,00001
00000,-0005,-0001,00001
00001,-0003,-0001,00001
00000,-0004,00000,00001
00000,-0005,-0001,00001
00000,-0004,-0001,00001
00000,-0004,-0002,00001
00003,-0003,-0002,00001
00000,-0006,-0001,00002
-0002,-0001,00000,00003
00000,-0004,-0001,00001
00000,-0005,00000,00001
00000,-0005,00000,00000
00001,-0004,-0001,00000
00000,-0004,-0001,00000
00000,-0003,-0001,-0001
