delta1,delta2,delta3,delta4
-0001,00000,-0001,00001
00001,00001,00000,00001
00000,00000,00000,-0001
00001,00000,00002,00001
00001,00001,00000,00001
00000,00000,-0001,00002
00002,00001,00000,00002
00001,00002,00000,00002
00003,00003,00001,00001
00005,00007,00003,00005
00013,00014,00006,00005
00021,00020,00013,00015
00019,00021,00013,00015
00019,00020,00013,00015
00024,00021,00021,00028
00024,00019,00025,00030
00024,00019,00027,00036
00025,00019,00025,00039
00025,00019,00024,00050
00024,00019,00021,00049
00024,00012,00015,00049
00024,00012,00012,00049
00024,00012,00007,00049
00024,00012,00010,00049
00024,00012,00008,00049
00024,00012,00007,00049
00013,00002,00005,00024
00009,00002,00005,00024
00008,00002,00005,00024
00005,00002,00005,00024
00006,00002,00005,00024
00004,00002,00005,00024
00001,00002,-0001,00008
00001,00002,-0001,00006
00001,00002,-0001,00004
00001,00002,-0001,00005
00001,00002,-0001,00005
00001,00002,-0001,00004
00001,00002,00000,00003
00001,00000,-0001,00001
00000,00001,-0001,00002
00001,00002,-0001,00001
00002,00000,-0001,00002
-0001,00000,00000,00003
00000,-0001,-0002,00001
00000,00001,-0001,00003
00000,00000,00000,-0003
00000,00002,00001,00000
00000,-0001,-0002,00001
00000,00000,00000,00001
00004,00000,-0003,00002
00001,-0001,00000,00002
00000,00000,00000,00002
00000,-0002,-0001,00000
-0001,00000,-0002,00000
