delta1,delta2,delta3,delta4
-0001,-0002,00001,00001
00001,00000,00001,00002
00001,-0001,00002,00002
00001,00000,00001,00001
00000,00000,00001,00003
-0001,00002,-0001,00002
00001,00000,00001,00001
00001,-0001,00001,00000
00001,00000,00001,00002
00004,00002,00002,00000
00001,00003,00003,00002
00006,00007,00003,00004
00010,00009,00005,00004
00017,00015,00009,00010
00023,00018,00015,00017
00022,00018,00015,00017
00018,00018,00015,00017
00019,00016,00018,00026
00019,00016,00018,00027
00019,00016,00018,00029
00019,00016,00018,00034
00019,00016,00018,00033
00019,00016,00018,00032
00015,00007,00009,00029
00012,00005,00006,00017
00008,00003,00004,00011
00008,00003,00004,00010
00008,00003,00004,00008
00008,00003,00004,00008
00008,00003,00004,00009
00008,00003,00004,00008
00005,00001,00004,00007
00004,00000,00002,00005
00004,00002,00002,00003
00002,-0001,00001,00003
00004,00000,00002,00003
00003,00001,00001,00003
00000,00002,00001,00003
00003,-0001,00001,00004
00002,00001,00002,00003
00003,00000,00002,00005
00003,00001,00002,00004
00004,00003,00001,00003
00003,00001,00003,00005
00007,00003,00004,00006
00005,00003,00003,00007
00007,00002,00004,00007
00007,00002,00004,00004
00006,00003,00003,00002
00004,00002,00002,00002
00001,00002,00002,00001
00002,-0004,00001,00001
00006,00001,00001,-0002
00004,-0001,00002,00003
00002,00002,00001,00002
