delta1,delta2,delta3,delta4
00001,00000,00000,00001
00003,-0001,-0001,00000
00002,00002,00001,00003
00003,00005,-0001,00001
00002,00002,00003,00003
00002,00005,00002,00001
00002,00003,00001,00003
00003,00004,00002,00005
00004,00004,00001,00001
00005,00008,00007,00003
00013,00014,00005,00002
00012,00014,00007,00008
00016,00019,00011,00015
00018,00019,00014,00019
00021,00021,00019,00023
00020,00022,00019,00023
00020,00017,00019,00029
00032,00017,00019,00040
00019,00017,00019,00032
00019,00017,00019,00033
00021,00013,00020,00034
00020,00013,00020,00034
00019,00012,00016,00035
00016,00007,00011,00034
00016,00005,00007,00027
00013,00004,00005,00015
00013,00004,00005,00015
00013,00004,00005,00014
00013,00004,00005,00012
00013,00004,00005,00012
00013,00004,00005,00009
00003,00002,00003,00009
00003,00000,00002,00006
00002,00001,00002,00005
00000,00002,00002,00004
00001,00000,00000,00004
00000,00001,00001,00004
00001,00001,00002,00001
00003,00002,00001,00002
00000,00000,00001,00000
00002,-0001,00000,00004
00002,00004,00000,00002
00002,00000,00000,00001
00001,00001,00000,00002
00002,00000,00001,00002
-0001,-0001,00000,00002
00000,00000,00000,00002
-0001,00001,00001,00001
00001,00001,00000,00001
-0001,00002,-0003,00001
00001,00001,00001,00001
00001,00000,00003,00002
00002,00000,00001,00003
00002,00000,00001,00002
-0001,-0001,-0002,-0002
