delta1,delta2,delta3,delta4
00000,00000,-0001,00000
-0001,-0001,-0002,00000
00000,-0001,-0001,00002
00000,00000,00000,00000
00001,-0001,00000,00001
00001,00000,00000,00000
00000,00000,-0001,00000
00000,-0001,-0001,00001
-0005,00002,-0001,00002
00000,00000,00001,-0001
-0001,00000,00000,00001
00000,00002,-0001,00001
00004,00006,00000,00002
00015,00013,00007,00007
00022,00018,00015,00023
00022,00018,00015,00030
00022,00018,00015,00029
00020,00018,00015,00038
00020,00018,00015,00038
00020,00018,00015,00041
00017,00009,00010,00037
00015,00006,00006,00022
00013,00002,00003,00015
00013,00002,00003,00015
00013,00002,00003,00013
00013,00002,00003,00013
00013,00002,00003,00011
00013,00002,00003,00010
00005,00000,00002,00009
00003,00002,00001,00005
00004,00000,00000,00005
00004,-0003,00002,00005
00003,00000,00000,00004
00002,00000,00001,00004
00001,00002,-0001,00002
00002,00001,00000,00003
00002,00000,00002,00003
00001,00000,00002,00002
00001,00000,00000,00003
00002,-0001,00001,00002
00004,00001,00001,00003
00003,-0001,00002,00005
00003,00002,00000,00002
00001,00000,00001,00003
-0001,-0001,-0001,-0001
00000,00000,00000,00002
00000,00001,-0002,-0001
00000,-0001,00000,-0001
-0001,00000,00000,00001
-0002,00000,-0001,00001
-0002,-0003,00000,00001
00000,-0001,-0002,-0001
00000,-0002,00000,00000
00001,00000,00001,00000
-0001,-0001,00001,-0001
