delta1,delta2,delta3,delta4
-0001,00000,-0002,00000
-0001,00000,-0001,00000
00000,00001,00000,00000
-0001,00000,-0001,00000
-0003,00002,-0002,00001
00000,-0002,00001,00001
00001,00000,00000,00002
00000,00000,00000,00001
00001,00001,00000,00002
00000,00000,-0001,00001
00000,00001,00003,00002
00005,00004,00002,00001
00006,00009,00005,00007
00017,00016,00011,00015
00017,00015,00016,00034
00017,00015,00016,00034
00017,00015,00016,00033
00017,00015,00016,00032
00017,00015,00016,00028
00017,00015,00016,00022
00011,00008,00005,00018
00009,00004,00000,00009
00009,00004,00000,00010
00009,00004,00000,00008
00009,00004,00000,00008
00009,00004,00000,00006
00009,00004,00000,00006
00005,00001,00002,00007
00002,00001,-0001,00004
00001,00000,00000,00003
00001,00000,00000,00003
00001,-0001,-0001,00003
00002,-0001,00001,00004
00002,00002,00000,00002
00003,00002,-0001,00003
00002,00001,00002,00003
-0002,00000,-0001,00005
00002,00000,00001,00004
00001,00001,00000,00005
00001,00001,00001,00005
00001,00001,00001,00003
00001,00000,-0001,00002
00001,00001,00000,00003
-0001,-0001,-0002,00000
00002,00002,-0001,00001
00000,-0002,00000,00000
00001,-0001,00000,00002
00000,00000,00000,00001
00001,-0001,-0001,00000
00000,-0001,-0002,00000
-0001,-0002,00000,00000
-0002,00000,-0001,-0001
-0001,00001,-0001,-0001
-0001,00000,-0002,00000
-0001,-0005,00001,00004
