delta1,delta2,delta3,delta4
-0001,00002,00000,00001
-0001,00001,00001,-0001
00000,00001,00000,00000
00001,00002,00001,00000
00002,00000,00001,-0002
00001,00000,-0001,00000
-0005,-0003,00000,-0001
00001,00003,00001,00001
00004,00001,00001,00001
00002,00003,00002,00000
00001,00002,00000,00001
00003,00004,00002,00002
00004,00003,00002,00003
00015,00013,00008,00010
00014,00010,00010,00026
00014,00010,00010,00026
00014,00010,00010,00022
00014,00010,00010,00018
00007,00006,00002,00007
00006,00004,00001,00005
00002,00003,00001,00003
00002,00002,00000,00003
00001,00002,00000,00001
00001,00003,00000,00001
00000,00005,00000,00001
00001,00002,-0002,00001
00003,00002,00000,00001
00001,00002,-0001,00000
00002,00004,00001,00002
00003,00005,00000,00001
00000,00006,00000,00001
00004,00000,00001,00000
00001,00001,-0001,00000
00001,00002,-0001,-0001
00000,00004,00000,00000
00000,00002,00000,00000
00002,00001,00001,-0001
-0001,00001,-0001,-0001
00001,00003,00000,00001
00001,00005,00000,-0001
00000,00000,00000,-0001
00001,00002,00000,00000
00002,00001,00001,00002
-0002,-0001,00000,00000
-0001,00002,-0004,00001
00001,00001,-0001,-0002
00001,00001,00001,00001
00001,00000,-0002,00000
00000,00002,00000,00001
00000,-0001,00002,00001
00001,00001,00001,00001
00001,00002,00000,00001
00000,00000,00001,00001
00001,00000,00000,00000
-0001,00002,00002,00001
