delta1,delta2,delta3,delta4
00001,00000,-0002,00000
00004,00001,-0001,00000
00002,00001,00000,00003
00001,00000,00000,00003
00001,00003,-0002,00001
00002,00003,-0002,00001
00001,00002,-0002,00002
00003,00002,-0003,00001
00003,00001,-0001,00002
00004,00003,-0002,00000
00004,00003,-0003,00001
00005,00005,-0002,00002
00006,00007,-0001,00003
00012,00012,00002,00005
00027,00020,00003,00008
00026,00021,00003,00008
00031,00021,00003,00008
00031,00021,00003,00008
00020,00029,00003,00008
00020,00018,00003,00008
00024,00018,00003,00008
00020,00018,00003,00008
00014,00008,00006,00025
00014,00008,00006,00020
00009,00005,00002,00014
00008,00004,00001,00008
00003,00002,00000,00006
00003,00001,-0001,00003
00004,00002,-0001,00003
00000,00002,-0003,00005
00002,00003,-0001,00002
00001,00001,-0001,00002
00003,00001,-0002,00003
00001,00001,-0002,00001
00002,00000,-0001,00002
00001,00002,-0002,00000
00000,00001,-0002,00003
00004,00001,-0002,00002
00002,00001,-0003,00001
00001,00002,-0002,00001
00003,00003,-0001,00003
00001,00001,-0002,00003
00001,00002,-0002,00001
00002,00001,-0002,00000
00002,00000,-0002,00001
00003,00001,-0002,00001
00001,00000,-0002,00001
00001,00002,-0001,00002
00003,00001,-0002,00001
00003,00000,-0002,00001
00003,00000,-0001,00003
-0003,00002,-0003,00001
00002,00001,-0001,00001
00002,00001,-0001,00002
00002,-0001,00000,00000
