delta1,delta2,delta3,delta4
00001,00000,00000,00001
-0001,-0001,-0001,00000
-0001,00000,00000,00003
00000,-0002,-0001,00001
00000,-0001,-0001,00000
-0001,-0001,-0002,00001
-0002,-0001,00001,00000
00001,00001,00000,00000
00000,00000,-0001,00001
00000,00001,00001,00002
00001,00004,00002,00002
00005,00005,00003,00004
00011,00007,00006,00007
00017,00016,00011,00017
00018,00011,00013,00026
00018,00011,00013,00029
00018,00011,00013,00028
00018,00011,00013,00030
00018,00011,00013,00023
00018,00011,00013,00021
00010,00001,00005,00017
00012,00007,00002,00011
00012,00007,00002,00009
00012,00007,00002,00010
00012,00007,00002,00012
00012,00007,00002,00008
00012,00007,00002,00010
00005,00003,00002,00011
00003,00002,00001,00008
00002,-0001,00002,00006
00002,00001,00000,00005
00001,00000,00000,00004
00002,-0001,00000,00004
00002,00002,00001,00004
00001,00000,00001,00004
00001,00000,00000,00004
00001,00001,-0001,00004
00000,00001,00000,00002
00001,00001,00000,00003
00002,00001,00000,00002
00002,00002,00000,00002
00001,00002,00001,00002
00000,00001,-0001,00000
-0002,-0001,-0001,00002
-0005,-0002,00000,00001
00000,-0002,-0001,00001
-0002,-0001,00000,00000
-0001,-0001,-0001,00000
-0001,-0001,-0001,00001
-0001,00000,00000,00003
-0002,-0002,00000,00001
-0001,-0002,00000,00000
-0004,-0002,00000,00000
00000,00000,-0002,00000
-0001,-0002,00001,00001
