delta1,delta2,delta3,delta4
00001,00004,00000,00001
00001,00001,-0001,00001
00001,00002,-0001,00001
00001,00000,-0001,00000
00000,00002,-0001,00001
00002,00001,-0002,00000
00001,00000,-0001,00002
00001,00000,00000,00000
00002,00001,-0002,-0001
00002,00000,-0001,00002
00003,00003,-0001,00000
00003,00004,-0001,00001
00008,00008,00002,00003
00020,00022,00009,00011
00027,00024,00009,00011
00032,00023,00009,00011
00033,00022,00009,00011
00030,00014,00009,00011
00026,00014,00009,00011
00018,00008,00007,00050
00018,00008,00007,00036
00018,00008,00007,00021
00018,00008,00007,00011
00006,00003,00000,00005
00005,00003,00000,00005
00005,00003,00000,00005
00004,00003,00000,00005
00003,00003,00000,00005
00002,00003,00000,00005
00003,00003,-0001,00001
00003,00002,-0002,00002
00003,00001,00001,00001
00000,00000,00001,00001
00000,00001,-0001,00001
-0003,00001,-0001,00000
00003,00003,-0003,00001
00002,00000,-0002,00001
00002,00000,-0002,00000
00001,00001,00001,-0001
00001,00003,-0002,00000
00000,00000,00000,-0001
00001,00001,00000,00000
00002,00000,-0001,00000
-0001,00002,00000,00000
00002,-0001,-0001,00002
00001,00000,-0001,-0001
00001,00001,-0001,-0003
00002,00002,-0002,00000
00001,00001,00000,-0001
00003,00001,00000,00000
-0001,-0001,00000,00000
00001,00000,00000,00000
00002,00001,00000,00002
00000,00000,-0001,00000
00001,00002,-0001,-0002
