delta1,delta2,delta3,delta4
00004,00002,00001,00003
00004,00002,00001,00002
00004,00003,00001,00002
00003,00001,00001,00001
00005,00002,00003,00002
00005,00004,00002,00001
00008,00003,00001,00005
00006,00005,00004,00007
00006,00007,00005,00008
00009,00012,00006,00008
00008,00011,00006,00008
00010,00010,00005,00005
00011,00013,00005,00004
00016,00020,00007,00006
00016,00024,00007,00006
00016,00026,00007,00006
00016,00032,00007,00006
00016,00036,00007,00006
00016,00039,00007,00006
00039,00046,00057,00045
00036,00046,00059,00059
00030,00046,00040,00072
00024,00046,00020,00067
00018,00046,00020,00038
00018,00046,00004,00020
00007,00002,00005,00012
00007,00000,00005,00012
00007,00005,00005,00012
00007,00000,00005,00012
00007,00003,00005,00012
00007,00001,00005,00012
00004,00003,-0001,00003
00002,00002,00003,-0001
00003,00001,00001,00001
00003,00002,-0003,00003
00002,00000,00001,00002
00001,00000,00000,00001
00003,00004,-0002,00001
00002,00001,00000,00002
00001,00001,00001,00001
00001,00000,00000,00000
00000,00001,-0001,00002
00002,00001,00000,00002
00002,00000,00001,00001
00002,00002,00000,00001
-0002,00003,00000,00003
00002,00001,00000,00001
00001,00000,00001,00002
00004,00000,00001,00001
00003,-0001,00002,-0001
00002,-0001,00003,00002
00002,00000,00000,00001
00002,-0001,00000,00000
00002,00000,00000,00002
00001,00000,00001,00001
