delta1,delta2,delta3,delta4
00002,00001,-0001,00002
00003,00001,-0001,00002
00001,00005,00000,00002
00001,00001,-0001,00002
00002,00002,-0002,00002
00001,00002,-0002,00001
00001,00001,-0002,00002
00003,00003,-0001,00000
00002,00001,-0002,00001
00003,00001,00000,00001
00003,00001,-0001,00001
00004,00003,-0002,00001
00007,00007,-0001,00002
00011,00009,00001,00005
00023,00017,00003,00009
00024,00017,00003,00009
00027,00017,00003,00009
00028,00017,00003,00009
00027,00017,00003,00009
00028,00017,00003,00009
00027,00022,00021,00035
00027,00012,00026,00035
00027,00012,00021,00040
00027,00012,00017,00038
00027,00012,00017,00035
00027,00012,00017,00030
00012,00008,00004,00022
00006,00008,00004,00022
00007,00008,00004,00022
00006,00008,00004,00022
00006,00008,00004,00022
00005,00008,00004,00022
00004,00003,00001,00007
00004,00003,00001,00006
00004,00003,00001,00005
00004,00003,00001,00004
00004,00003,00001,00004
00004,00003,00001,00003
00003,00005,-0001,00004
00005,00003,-0002,00002
00004,00005,-0002,00002
00002,00004,-0002,00003
00003,00002,-0002,00008
00001,00001,-0001,00006
00003,00003,-0001,00001
00002,00003,-0003,00001
00003,00002,-0002,00002
00002,00001,00000,00002
00002,00001,-0002,00003
00001,00002,-0003,00002
00003,00002,-0002,00002
00003,00002,-0001,00003
00002,00001,-0003,00001
00004,00001,-0003,00002
00003,-0001,-0003,-0001
