time,delta0,delta1,delta2,delta3,delta4
0,0016,0017,0026,0038,0031,
1,0037,0031,0060,0099,0089,
2,0053,0045,0080,0123,0103,
3,0053,0045,0090,0129,0121,
4,0053,0045,0095,0137,0129,
5,0053,0045,0095,0137,0129,
6,0053,0045,0080,0126,0108,
7,0055,0038,0077,0121,0099,
8,0055,0030,0062,0097,0086,
9,0018,0008,0033,0043,0045,
10,0018,0008,0033,0043,0045,
11,0018,0008,0033,0041,0045,
12,0018,0008,0024,0026,0027,
13,0018,0008,0024,0026,0027,
14,0018,0008,0024,0026,0027,
15,0007,0000,0016,0011,0008,
16,0007,0000,0015,0011,0008,
17,0007,0000,0015,0011,0008,
18,0001,-006,0010,0001,-002,
19,0001,-006,0010,0001,-002,
20,0001,-006,0010,0001,-002,
21,0000,-001,0005,0000,-004,
22,0000,-001,0005,0000,-004,
23,0000,-001,0005,0000,-004,
24,0002,-004,-002,0001,-006,
25,0002,-004,-002,0001,-006,
26,0002,-004,-002,0001,-006,
27,0000,0000,0004,0001,-003,
28,0000,0000,0004,0001,-003,
29,0000,0000,0004,0001,-003,
