time,delta0,delta1,delta2,delta3,delta4
0,0024,0023,0041,0056,0049,
1,0027,0023,0041,0058,0049,
2,0034,0027,0054,0072,0062,
3,0028,0027,0053,0070,0062,
4,0028,0027,0053,0070,0062,
5,0016,0012,0026,0037,0034,
6,0015,0012,0026,0036,0034,
7,0015,0012,0026,0032,0034,
8,0005,0006,0015,0008,0007,
9,0005,0006,0015,0008,0007,
10,0005,0006,0015,0008,0007,
11,0006,0000,0003,0005,0004,
12,0005,0000,0003,0005,0004,
13,0005,0000,0003,0005,0004,
14,-001,0003,0007,0001,-002,
15,-001,0003,0007,0001,-002,
16,-001,0003,0007,0001,-002,
17,-001,0003,0008,0000,-001,
18,-001,0003,0008,0000,-001,
19,-001,0003,0008,0000,-001,
20,-002,0004,0005,-004,-001,
21,-002,0004,0005,-004,-001,
22,-002,0004,0005,-004,-001,
23,0006,-003,0001,0002,0002,
24,0006,-003,0001,0002,0002,
25,0006,-003,0001,0002,0002,
26,0000,-002,-002,0000,-002,
27,0000,-002,-002,0000,-002,
28,0000,-002,-002,0000,-002,
29,0003,-002,-003,0001,0002,
