time,delta0,delta1,delta2,delta3,delta4
0,0019,0016,0027,0035,0031,
1,0030,0025,0046,0071,0062,
2,0036,0031,0055,0079,0062,
3,0044,0034,0057,0085,0074,
4,0036,0033,0055,0079,0063,
5,0035,0033,0048,0069,0063,
6,0015,0012,0027,0033,0029,
7,0015,0012,0027,0032,0029,
8,0015,0012,0027,0031,0029,
9,0003,0006,0014,0009,0008,
10,0003,0006,0014,0009,0008,
11,0003,0006,0014,0009,0008,
12,0001,0000,0008,0001,0001,
13,0001,0000,0008,0001,0001,
14,0001,0000,0008,0001,0001,
15,0003,0001,0002,-001,0002,
16,0003,0001,0002,-001,0002,
17,0003,0001,0002,-001,0002,
18,0004,0003,-002,0000,0000,
19,0004,0003,-002,0000,0000,
20,0004,0003,-002,0000,0000,
21,0005,0002,-003,0000,-001,
22,0005,0002,-003,0000,-001,
23,0005,0002,-003,0000,-001,
24,-002,0005,-003,0003,0002,
25,-002,0005,-003,0003,0002,
26,-002,0005,-003,0003,0002,
27,0001,0001,0001,0001,-001,
28,0001,0001,0001,0001,-001,
29,0001,0001,0001,0001,-001,
