delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0002,0001,0002,0001,0002,0001,0001,0001,0000
0003,0001,0003,0001,0002,0001,0001,0001,-002
0002,0001,0003,0002,0000,0003,0001,0001,0001
0002,-002,0000,0000,0000,0001,0000,0000,0001
0001,-002,0000,0000,0000,0001,0000,0000,0001
0001,-002,0000,0000,0001,0001,0000,0000,0001
0001,-001,0002,0000,0001,0001,0000,0000,0002
0001,-001,0002,0000,0001,0001,0000,0000,0001
0002,-001,0001,0000,0001,0003,0000,0000,0001
0001,-001,0001,0000,0000,0003,0001,0002,0001
0001,-001,0001,0000,0002,0003,0001,0002,0003
0001,-001,0002,0000,0002,0005,0001,0004,0003
0002,0001,0003,0002,0006,0003,0002,0009,0010
0002,0002,0003,0002,0006,0004,0003,0016,0010
0002,0002,0003,0004,0013,0004,0007,0021,0013
0006,0009,0007,0009,0024,0012,0008,0034,0014
0007,0015,0007,0013,0034,0017,0008,0034,0014
0007,0015,0007,0013,0034,0017,0008,0029,0014
0007,0015,0007,0013,0036,0017,0008,0025,0014
0007,0015,0007,0013,0039,0017,0008,0021,0014
0007,0015,0007,0013,0040,0017,0008,0021,0014
0007,0015,0007,0013,0040,0017,0008,0021,0014
0007,0015,0007,0013,0040,0017,0008,0021,0014
0007,0025,0008,0004,0035,0013,0005,0003,0004
0008,0029,0014,0004,0021,0013,0005,0002,0004
0008,0029,0014,0004,0021,0013,0005,0002,0004
0008,0029,0014,0004,0021,0013,0005,0002,0004
0008,0027,0014,0004,0021,0013,0005,0002,0004
0008,0027,0014,0004,0021,0013,0005,0002,0004
0008,0021,0014,0004,0021,0013,0005,0002,0004
0005,0018,0009,0002,0003,0009,0001,0002,0001
0001,0004,0006,0000,0002,0003,0000,0000,0000
0001,0003,0006,0000,0002,0003,0000,0000,0000
0001,0002,0006,0000,0001,0003,0000,0000,0000
0001,0002,0006,0000,0001,0003,0000,0000,0000
0001,0002,0006,0000,0001,0003,0000,0000,0000
0001,0001,0006,0000,0002,0003,0000,0000,0000
0000,0000,0006,-001,0002,0003,0001,0000,0000
0000,0000,0005,-001,0000,0003,0002,0002,0000
0000,0000,0004,0000,0000,0002,0001,-001,-001
0000,0000,0003,0000,0001,0001,0002,-001,-001
0000,0000,0003,-001,0001,0001,0002,-001,-001
-001,0000,0003,-001,0001,0001,0002,0000,-001
-001,0000,0003,-001,-001,0001,-001,0000,-001
-001,0000,0002,0000,0001,0002,-001,0000,-001
-001,-004,0001,0000,0001,0000,-001,-002,-002
0001,-002,0001,0001,0001,-001,-001,-001,0000
0001,-002,0001,0001,0000,-001,-001,-001,0000
0001,0000,0001,0001,0000,0000,-001,0000,0000
0001,0000,0002,0000,0000,0000,0000,0000,-001
0001,0000,0002,0000,0000,0000,0002,-001,-001
0000,-001,0002,0001,0000,0000,0002,-002,0001
0001,-001,0001,0001,0000,0000,0000,-002,0001
0001,-002,0000,0001,0000,0000,0000,-002,0001
0001,-002,0001,0000,-001,0000,0001,-001,-001
