delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0000,-001,0000,-001,-001,-001,0001,0001,0001
0000,-002,0000,-001,-001,-001,0000,0001,0000
0000,-002,0000,-001,-001,0000,0000,0001,0001
0001,0000,0000,0001,0000,0000,0001,0002,0002
0001,0000,0000,0001,0000,0000,0001,0003,0002
0000,0000,0000,0000,0000,0000,0001,0003,0002
0000,-001,0000,0000,0000,-001,0001,0003,0000
0000,-001,0000,0000,0000,0001,0001,0001,0000
0001,-001,0000,0000,0000,0001,0001,0001,0000
0002,-002,0002,0003,0001,0001,0002,0004,0002
0002,-001,0002,0003,0001,0001,0002,0004,0004
0002,-001,0002,0003,0002,0001,0002,0004,0005
0002,0000,0002,0001,0008,0004,0008,0013,0008
0002,0003,0002,0005,0012,0007,0008,0017,0009
0002,0004,0002,0010,0028,0008,0008,0017,0011
0006,0021,0007,0010,0028,0015,0006,0015,0011
0006,0021,0007,0010,0026,0015,0006,0015,0011
0006,0021,0007,0010,0023,0015,0006,0015,0011
0006,0021,0007,0010,0023,0015,0006,0015,0011
0004,0022,0009,0003,0016,0013,0003,0009,0009
0004,0022,0011,0003,0011,0010,0003,0004,0006
0004,0014,0012,0002,0009,0010,0002,0004,0005
0004,0006,0012,0002,0004,0008,0002,0004,0001
0004,0006,0009,0001,0003,0008,0002,0005,0001
0001,0003,0008,0000,0002,0005,0002,0004,0002
0001,0002,0006,0000,0002,0005,0002,0004,0002
0001,0002,0005,0000,0002,0005,0002,0003,0002
0001,0002,0004,0001,0001,0003,0002,0001,0001
0000,0002,0005,0001,0001,0001,0003,0001,0001
0002,0002,0005,0001,0001,0001,0003,0001,0001
-001,0002,0005,0000,0001,0003,0003,0001,0002
0000,0002,0002,0000,0003,0005,0001,0001,0002
0000,0001,0002,0000,0003,0004,0001,0001,0003
0001,0001,0002,0001,0003,0004,0001,0003,0003
0001,0001,0002,0001,0002,0002,0002,0003,0003
0001,0000,0001,0000,0002,0001,0002,0003,0003
0000,-002,0001,0000,0002,0001,0002,0002,0001
0000,-002,0001,0000,0002,0001,0002,0002,0001
0000,-001,0000,0000,0001,0001,0002,0002,0001
0001,0000,0000,0001,0001,0000,0001,0001,0001
0001,0000,0000,0001,0001,0000,0001,0003,0001
0003,0000,0001,0001,0001,0003,0001,0004,0003
0003,0000,0001,0000,0002,0003,0001,0004,0003
0003,0000,0002,0000,0002,0001,0001,0003,0001
0002,0000,0002,0000,0002,0001,0001,0003,0001
0002,0002,0005,-003,-001,0001,0000,0001,0001
0002,0002,0005,0001,-001,0001,0000,0001,0001
0002,0003,0002,0001,-001,0001,0000,0001,0001
0002,0001,0001,0001,-001,0001,0000,0001,0000
0002,0001,0001,0000,0000,0001,-001,0001,-001
0001,0001,0001,0000,0001,0001,-001,0001,-001
0000,0000,0001,0001,0001,0001,-001,0004,0000
0001,0000,0001,0001,0002,0001,-002,0004,0002
0002,0000,0002,0001,0002,0000,0003,0002,0002
0002,0000,0002,0002,0002,0000,0001,0002,0002
