delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0001,0002,0000,0000,0001,0002,-001,0002,0003
0001,0002,-001,0000,0001,0002,-001,0002,0002
0001,0002,-001,0000,0001,0001,0000,0002,0001
0000,0000,0001,0001,0002,-002,0000,0002,0002
0001,0000,0001,0001,0002,0000,0000,0002,0002
0001,0000,0001,0001,0002,0000,0000,0002,0003
0002,0000,0001,0001,0002,0002,0000,0003,0004
0002,0000,0002,-001,0002,0002,0001,0003,0004
0002,0000,0002,-001,0002,0001,0001,0003,0005
0002,0001,0002,0002,0002,0001,0002,0004,0006
0002,0001,0001,0002,0003,0001,0002,0007,0006
0003,0004,0000,0002,0003,0001,0002,0007,0008
0003,0002,0000,0004,0006,0005,0005,0014,0013
0003,0002,0000,0004,0008,0005,0007,0019,0013
0003,0002,0003,0004,0011,0009,0007,0023,0014
0006,0009,0004,0009,0025,0012,0007,0024,0014
0006,0011,0006,0011,0030,0013,0007,0024,0013
0006,0011,0006,0011,0030,0013,0007,0024,0013
0006,0011,0006,0011,0030,0013,0007,0024,0013
0006,0011,0006,0011,0030,0013,0007,0024,0013
0006,0011,0006,0011,0031,0013,0007,0024,0013
0006,0011,0006,0011,0027,0013,0007,0024,0013
0006,0019,0009,0006,0019,0009,0004,0007,0006
0003,0019,0009,0003,0008,0006,-001,0002,0004
0003,0019,0009,0003,0007,0006,-001,0002,0004
0003,0019,0009,0003,0005,0006,-001,0002,0004
0003,0019,0009,0003,0005,0006,-001,0002,0004
0003,0019,0009,0003,0003,0006,-001,0002,0004
0003,0019,0009,0003,0003,0006,-001,0002,0004
0002,0004,0005,0003,0002,0003,0000,0002,0003
0002,0004,0004,0000,0001,0003,0000,0001,0002
0002,0000,0001,0001,0001,0003,0000,0001,0001
0002,0000,0001,0001,0001,0001,0000,0001,0001
0001,0001,0001,0001,0000,0001,0000,0001,0001
0000,0002,0001,0000,0000,0001,0000,0001,0001
0000,0002,0000,0000,0000,0001,0000,0001,0001
0000,0002,0000,0000,0001,0000,0000,0001,0001
0000,-001,0000,0000,0001,0000,0000,0001,0003
0000,-001,0001,0000,0000,0000,0000,0001,0003
0002,0001,0002,0004,0000,-001,0000,0001,0003
0002,0001,0002,0004,0000,-001,0000,0001,0002
0001,0001,0002,0004,0000,-001,0000,0001,0002
0001,0000,0000,0001,0002,0000,-001,0002,0002
0001,0000,-002,0001,0002,0000,-001,0002,0002
0000,0000,-002,0001,0002,0000,-001,0002,0002
0000,-001,0001,0001,0002,0001,0001,0002,0002
0000,0001,0001,0001,0000,0001,0001,0002,0001
0000,0000,0001,0001,0000,0001,0002,0002,0001
0001,0001,-002,0003,0003,0004,0002,0001,-001
0000,0000,0000,0003,0003,0004,0002,0001,-001
0002,0003,0000,0003,0003,0003,0001,0001,-001
0001,-001,0001,0003,0000,0001,0001,0002,0001
0001,-001,0001,0003,0000,0001,0001,0002,0001
0001,-001,0001,0003,0000,0001,0001,0002,0001
0002,0001,0000,0002,0001,0001,0000,0002,0003
