delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0002,0003,0000,0000,0000,0001,0000,-001,0001
0002,0003,0001,0001,0000,-002,0000,0000,0001
0002,0001,0001,0000,0000,0000,0001,0000,0001
0000,0001,0001,0001,0000,-002,0001,0000,0001
0000,0001,0001,0001,0001,-001,0000,-001,0001
0000,0001,0001,0001,0001,-001,-001,-001,0001
0001,0000,0001,0001,0001,0001,-001,-001,0001
0001,0001,0001,0001,-001,0001,-001,-001,0001
0001,0001,0001,0001,-001,0001,0000,0001,0003
0001,0001,0001,0001,0001,-001,0001,0001,0003
0003,0002,0002,0002,0002,0000,0001,0001,0003
0003,0002,0002,0002,0002,0000,0002,0001,0004
0002,0002,0002,0002,0002,0001,0005,0009,0007
0002,0003,0002,0002,0005,0003,0005,0017,0008
0003,0004,0002,0005,0012,0003,0010,0022,0008
0005,0008,0005,0010,0023,0006,0010,0022,0008
0006,0012,0005,0014,0029,0006,0010,0021,0008
0009,0016,0005,0016,0029,0007,0006,0014,0006
0009,0016,0005,0016,0028,0007,0006,0014,0006
0009,0016,0005,0016,0028,0007,0006,0014,0006
0009,0016,0005,0016,0027,0007,0006,0014,0006
0009,0016,0005,0016,0027,0007,0006,0014,0006
0009,0016,0005,0016,0025,0007,0006,0014,0006
0009,0020,0006,0005,0020,0004,0002,0005,0006
0006,0020,0006,0004,0013,0004,0001,0004,0005
0003,0015,0006,0003,0008,0006,0001,0000,0002
0003,0015,0006,0003,0005,0006,0001,0000,0002
0003,0015,0006,0003,0005,0006,0001,0000,0002
0003,0015,0006,0003,0005,0006,0001,0000,0002
0003,0015,0006,0003,0005,0006,0001,0000,0002
0003,0015,0006,0003,0004,0006,0001,0000,0002
0002,0008,0006,0003,0004,0004,0001,0000,0002
0002,0005,0004,0003,0002,0002,0001,0001,0002
0002,0005,0004,0003,0002,0003,0002,0001,0002
0003,0004,0003,0002,0002,0002,0001,0000,0002
0003,0001,0002,0000,0002,0003,0003,-001,0002
0003,0001,0003,0000,0001,0002,-001,-001,0001
0003,0002,0002,0001,0001,-001,0001,-001,0001
0003,0002,0000,0001,0001,-001,0000,0000,-001
0002,0002,0000,0001,0001,0002,0000,0000,0001
0002,0002,0001,0001,0001,0002,0000,0000,0001
0002,0002,0002,0002,0001,-001,0000,-001,0001
0002,0001,0001,0002,0001,-001,-001,-001,0001
0001,0001,0000,0002,0000,-001,0000,-002,0002
0002,0001,0000,0000,0000,-002,0000,-002,0001
0001,0001,0002,0000,0000,-002,0000,-001,0002
0001,0001,0003,0000,0000,-001,0000,-001,0001
0001,0001,0002,0001,0000,-001,0001,-001,0001
0001,0001,0002,0001,0000,0000,0000,-001,-001
0001,0001,0000,0001,0000,0001,0000,-001,-001
0001,0000,0000,0001,0000,0001,0000,-001,-001
0000,0000,0000,0000,0000,0000,0001,-001,0001
0000,0000,0001,0002,0000,0000,0001,0000,0000
0000,0001,0001,0000,0000,0000,0001,0000,0000
0001,0001,0000,0002,-001,-001,0001,-001,0000
