delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
-001,0001,0001,0001,0002,0002,0001,0001,0000
-001,0000,0003,0001,0000,0002,0001,0001,0000
0000,0000,0000,0002,0000,0001,0001,0002,0000
0001,0000,0000,0002,0001,0001,0003,0003,0000
0002,0000,0000,0002,0002,0001,0003,0003,0000
0001,0001,0000,0002,0004,0002,0004,0004,0000
0000,0001,0000,0002,0003,0002,0004,0004,0002
-001,0001,0002,0002,0003,0002,0004,0004,0003
-001,0001,0003,0003,0003,0002,0007,0006,0004
0000,0002,0003,0004,0006,0005,0008,0011,0004
0001,0003,0002,0005,0006,0005,0011,0011,0004
0004,0004,0002,0010,0010,0005,0012,0014,0004
0006,0006,0002,0011,0016,0005,0012,0014,0007
0008,0007,0002,0015,0019,0006,0008,0014,0006
0009,0012,0005,0015,0021,0006,0006,0013,0006
0012,0015,0005,0013,0021,0008,0004,0009,0005
0012,0017,0007,0010,0018,0006,0004,0006,0005
0012,0017,0005,0006,0014,0006,0002,0005,0003
0006,0016,0005,0005,0008,0006,0002,0003,0003
0003,0014,0005,0004,0008,0005,0002,0003,0001
0002,0010,0004,0002,0005,0004,0002,0003,0001
0001,0009,0004,0002,0005,0004,0002,0002,0000
0001,0006,0004,0002,0004,0004,0002,0001,0002
0001,0005,0004,0002,0004,0005,0002,0002,0000
0002,0003,0003,0002,0004,0003,0002,0002,0002
0002,0003,0003,0002,0004,0003,0002,0002,0001
0001,0002,0003,0003,0004,0002,0003,0002,0002
0000,0002,0003,0003,0003,0002,0002,0001,0001
0001,0001,0004,0002,0003,0002,0003,0002,0000
0001,0001,0001,0002,0002,0003,0001,0001,0000
0001,0000,0002,0002,0002,0003,0001,0002,-001
0001,0002,0002,0002,0002,0003,0001,0001,0001
0001,0000,0002,0002,0002,0003,0002,0001,0001
0000,-001,0002,0002,0002,0003,0002,0001,0001
0000,-001,0001,0002,0002,0001,0002,0001,0001
-001,0000,0002,0001,0001,0001,0003,0002,0001
0000,0000,0000,0001,0001,0000,0003,0003,0001
0001,0000,0000,0001,0001,0003,0002,0003,0000
0001,0001,0000,0001,0000,0002,0002,0000,0000
0000,0001,0002,0000,0000,0002,0002,0000,0000
0000,0000,0002,0001,0002,0002,0002,0000,0000
0000,0000,0000,0001,0002,0003,0002,0001,0000
0000,0000,0000,0001,0001,0003,0002,0001,0000
0000,0000,0002,0002,0001,0001,0002,0000,0000
0000,0000,0002,0001,0002,0001,0002,0000,-001
0000,0000,0000,0002,0002,0002,0002,0000,-001
0000,0000,0000,0001,0002,0002,0002,0001,-001
-001,0000,0000,0001,0002,0002,0002,0000,-002
-001,0000,0000,0000,0001,0002,0001,0001,-002
-001,0000,0001,0000,0002,0001,0001,0001,-002
-002,0000,0001,0001,0001,0001,0001,0001,-001
-002,0000,0002,0002,0002,0001,0001,0001,0000
-002,0001,0002,0003,0001,0000,0001,0001,0000
-002,0000,0002,0003,0001,0002,0001,0001,0002
-002,0000,-001,0000,0001,0000,0001,0001,0000
