delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
-001,0001,-001,0000,0001,-001,0001,0001,-001
-001,0001,-001,0000,0002,0002,0001,0002,0000
0000,-001,-001,0001,0002,0002,0001,0002,0000
0000,-001,-001,0000,0002,0002,0003,0002,0000
-001,0000,0000,0001,0002,0002,0003,0002,0000
-001,0000,0000,0000,0002,0001,0003,0002,0000
0000,0000,0000,0002,0002,0001,0002,0002,0000
0000,0000,0000,0002,0002,0001,0003,0002,0001
-001,0001,0000,0002,0002,0001,0003,0004,0002
-001,0002,0002,0002,0002,0001,0003,0005,0002
0000,0002,0002,0000,0002,0002,0005,0005,0003
0000,0002,0002,0003,0004,0002,0006,0006,0005
0002,0003,0002,0003,0006,0003,0008,0012,0007
0001,0003,0002,0006,0007,0003,0010,0016,0007
0002,0003,0003,0007,0010,0003,0011,0023,0009
0004,0007,0004,0009,0014,0005,0011,0023,0011
0004,0007,0004,0013,0024,0007,0011,0023,0012
0006,0007,0004,0013,0028,0007,0010,0019,0011
0009,0015,0006,0013,0029,0009,0009,0015,0011
0009,0015,0006,0013,0029,0009,0009,0015,0011
0009,0015,0006,0013,0029,0009,0009,0015,0011
0009,0015,0006,0013,0027,0009,0009,0015,0011
0009,0015,0006,0013,0027,0009,0009,0015,0011
0009,0015,0006,0013,0025,0009,0009,0015,0011
0011,0024,0007,0010,0024,0009,0004,0008,0008
0011,0024,0008,0003,0020,0009,0002,0003,0004
0005,0023,0009,0002,0013,0009,0002,0003,0002
0005,0023,0009,0001,0010,0010,0004,0002,0002
0005,0023,0009,0001,0010,0010,0004,0002,0002
0005,0023,0009,0001,0008,0010,0004,0002,0002
0005,0023,0009,0001,0007,0010,0004,0002,0002
0005,0023,0009,0001,0007,0010,0004,0002,0002
0005,0023,0009,0001,0006,0010,0004,0002,0002
0004,0015,0009,0001,0002,0010,0004,0002,0002
0001,0010,0008,0001,0002,0006,0001,0001,0000
0000,0007,0008,0001,0003,0006,0001,0001,0000
0000,0006,0006,0001,0003,0005,0001,0002,0002
0000,0005,0006,0002,0003,0006,0001,0002,0003
0001,0005,0005,0001,0003,0005,0002,0002,0003
0000,0004,0004,0002,0003,0005,0001,0002,0002
0001,0003,0004,0001,0003,0004,0001,0002,0002
0001,0003,0004,0003,0003,0003,0001,0002,0002
0001,0003,0004,0003,0003,0003,0000,0002,0003
0001,0003,0004,0003,0003,0003,0000,0002,0003
0000,0002,0004,0003,0002,0002,0000,0001,0002
0000,0001,0002,0002,0003,0002,0001,0002,0002
0000,0001,0002,0001,0003,0002,0001,0001,0001
0001,0001,0001,0001,0003,0002,0001,0002,0000
0001,0000,0003,0001,0003,0002,0001,0001,0000
0000,0000,0001,0001,0002,0002,0001,0001,0000
0000,0000,0003,0001,0002,0002,0000,0001,0000
0000,0000,0001,0001,0003,0002,0001,0001,0000
0000,0000,0001,0001,0003,0002,0001,-001,0002
0000,0000,0001,0001,0002,0000,0001,-001,0002
0000,0001,0002,0001,0001,0000,0002,0001,0002
