delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0001,-001,0000,0001,0000,-002,0001,0000,0000
0001,0000,0001,0001,0000,-002,0001,0000,0000
0000,0001,0001,0002,0000,-002,0002,0000,0000
0000,0001,-002,0002,0001,-001,0003,0000,0000
0001,0000,-002,0002,0001,-001,0003,0000,0000
0001,-001,-002,0002,0001,-001,0002,-001,0001
0002,-001,-001,0003,0000,0001,0002,0001,0000
0003,0003,-001,0003,0000,0000,0002,-001,0000
0003,0003,-001,0004,0001,0002,0003,0001,0000
0003,0002,0001,0005,0002,0004,0006,0001,0002
0005,0002,0000,0006,0003,0004,0007,0001,0002
0005,0002,0001,0006,0003,0004,0009,0002,0002
0007,0004,0003,0014,0005,0004,0010,0002,0002
0014,0004,0003,0015,0006,0004,0016,0004,0002
0015,0005,0002,0024,0007,0004,0018,0006,0003
0017,0005,0002,0026,0008,0003,0019,0006,0004
0017,0007,0000,0026,0010,0002,0019,0007,0004
0017,0007,0000,0027,0010,0002,0019,0007,0004
0017,0007,0000,0025,0010,0002,0019,0007,0004
0017,0007,0000,0025,0010,0002,0019,0007,0004
0016,0008,0001,0024,0020,-001,0013,0009,0000
0016,0008,0001,0019,0020,-001,0013,0009,0000
0013,0014,0001,0019,0026,0001,0010,0014,0001
0009,0019,0001,0013,0034,0004,0008,0021,0003
0009,0019,0001,0013,0034,0004,0008,0021,0003
0009,0019,0001,0013,0035,0004,0008,0021,0003
0009,0019,0001,0013,0035,0004,0008,0021,0003
0009,0019,0001,0013,0036,0004,0008,0021,0003
0009,0019,0001,0013,0036,0004,0008,0021,0003
0003,0019,0005,0001,0035,0008,0004,0015,0009
0002,0016,0016,0001,0024,0023,0001,0012,0018
0000,0010,0021,0001,0012,0028,-001,0006,0025
0000,0002,0021,0001,0005,0031,-001,0004,0029
0000,0002,0021,0001,0004,0034,-001,0004,0029
0000,0002,0021,0001,0004,0034,-001,0004,0026
0000,0002,0021,0001,0002,0033,-001,0004,0024
0000,0002,0021,0001,0001,0028,-001,0004,0020
0000,0002,0021,0001,0001,0026,-001,0004,0020
0000,0001,0015,0001,0001,0016,0001,0002,0015
-002,0000,0005,0001,-001,0009,0001,-002,0007
-002,0000,0005,0001,-001,0007,0001,-002,0007
-002,0000,0005,0001,-001,0002,0001,-002,0007
-002,0000,0005,0001,-001,0004,0001,-002,0007
-002,0000,0005,0001,-001,0002,0001,-002,0007
-002,0000,0005,0001,-001,0001,0001,-002,0007
-002,0000,0003,0001,0000,0001,0001,-001,0002
0000,-001,0003,0001,0000,0000,0001,-001,0000
0002,-001,0001,0001,0000,0000,0000,-001,0000
0002,-001,-001,0001,0000,0000,0000,-001,0001
0002,0000,-001,0000,0000,0000,-001,-001,0002
0001,0001,0000,0002,-001,-002,0000,0000,0002
0001,0000,0000,0000,-001,-002,0000,0000,0002
0001,-001,0000,0001,-001,-002,0001,-001,0002
0000,-001,-001,0000,0000,-002,0002,-002,0001
-001,-001,-001,0000,0000,-001,0001,-002,0001
