delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0000,0002,0000,0001,0002,0001,0003,0003,0001
0001,0001,0000,0002,0002,0003,0003,0002,0002
0001,0001,0001,0003,0002,0003,0004,0002,0002
0002,0001,0002,0003,0002,0003,0006,0002,0002
0002,0001,0002,0004,0002,0004,0006,0002,0002
0003,0002,0002,0006,0002,0006,0006,0002,0002
0002,0002,0001,0006,0002,0003,0006,0001,0001
0003,0003,0001,0009,0003,0003,0009,0001,0001
0005,0003,0001,0010,0003,0000,0009,0005,0001
0005,0005,0001,0010,0007,0002,0006,0006,0002
0004,0009,0001,0007,0016,0002,0005,0014,0003
0004,0014,0002,0002,0018,0004,0001,0014,0004
0000,0014,0003,0000,0018,0006,0001,0012,0006
0000,0007,0015,0000,0006,0019,0000,0006,0008
0000,0003,0015,-001,0002,0020,-001,0002,0022
0000,0001,0007,0000,0002,0020,-001,0001,0022
0000,0001,0004,-001,0001,0007,-001,0000,0011
-001,0001,0002,0000,0000,0004,-001,0000,0005
-001,0001,0001,-001,0000,0001,0000,0000,0003
0000,-001,0000,-001,0000,0001,0000,-001,0002
0000,-001,0000,-001,0000,0001,0000,-001,0001
0000,0000,0000,-001,-001,0001,0000,0000,0002
0000,0001,0000,-001,-001,0001,0000,0000,0001
-002,0001,0001,-001,-001,0001,-001,0000,0000
-002,0001,0002,-001,-001,0001,-001,-002,0000
-002,0001,0002,-001,0000,0001,0000,-002,0000
0000,0001,0001,0000,0000,0000,0000,0000,0000
-003,-001,0000,-003,0000,0001,0001,0000,0000
0000,0000,0001,0000,0001,0001,0000,0000,0000
-003,0000,0000,0000,0001,0001,0000,0000,-001
-002,0000,0001,0000,0000,0001,0000,-001,0000
-002,0000,-002,0001,0000,0001,0000,-001,0000
-002,-001,0001,-001,0000,0001,0000,-001,0000
0001,-001,0001,0001,-001,0001,0000,-001,0000
-001,0001,0002,-001,-001,0001,0000,-001,0000
-001,0001,0001,-001,0000,0002,0000,-001,0000
-001,0001,0002,-001,0000,0002,0000,-001,0000
-001,0000,0001,-001,0000,0000,0000,-001,0000
0001,0001,0000,-001,-001,0000,0000,0000,0000
0001,0000,0000,-001,-001,0000,-001,0000,0000
0001,0001,0000,0000,-001,0000,-001,-001,0000
-001,0000,0000,0000,-001,0000,-002,-001,0002
-001,0001,0000,0000,0000,-001,-002,-001,0002
0001,0001,0001,-001,0000,-001,0000,0001,0002
0001,0001,0001,-001,0000,0000,0000,0001,0000
-001,0001,0001,-001,0000,0001,-001,0000,-001
-001,0000,0001,-001,0000,0001,-001,0000,-001
-001,0000,0001,-001,0000,0001,-001,0000,0000
-001,0002,0001,-001,0000,0001,0001,0001,0000
-001,0002,0001,-001,0000,0001,0000,-001,0001
0000,0000,0001,-001,0000,0001,0001,-001,0001
0000,0000,0001,0000,0000,0001,0000,-001,0001
-001,0001,0001,0000,0000,0000,0001,-001,0001
-002,0001,0002,0000,0000,-001,0001,-001,0001
-003,0001,0002,0000,0000,0000,0001,-001,0001
