delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0003,0003,-002,0002,0002,0003,0003,0000,0001
0002,0002,-001,0002,0003,0003,0006,0001,0001
0002,0004,0001,0003,0003,0004,0007,0002,0002
0002,0003,0001,0006,0004,0003,0007,0003,0002
0007,0004,0002,0007,0004,0002,0008,0004,0004
0010,0004,0002,0013,0008,0002,0011,0004,0004
0010,0006,0002,0014,0008,0002,0011,0006,0004
0010,0007,0000,0014,0008,0003,0010,0007,0002
0008,0011,0000,0013,0013,0003,0008,0008,0000
0008,0016,0001,0008,0017,0004,0004,0011,0002
0004,0016,0002,0003,0017,0006,0002,0011,0004
0002,0015,0004,0003,0017,0008,0002,0011,0007
0001,0011,0007,0003,0008,0018,0002,0006,0014
0001,0006,0014,0001,0006,0019,0002,0003,0014
0001,0003,0014,0001,0003,0022,0002,0003,0016
0000,0002,0009,0000,0001,0022,0002,0001,0016
0000,0003,0003,0000,0001,0016,0002,0001,0013
0000,0002,0003,0000,0000,0009,0002,0001,0007
0001,0002,0001,0000,0000,0006,0002,0001,0005
0000,0002,0001,0000,0000,0003,0002,0000,0002
0001,0001,0001,0000,0000,0003,0001,0000,0001
0001,0001,0000,0001,0000,0003,0000,0000,0001
0001,0003,0000,0001,0000,0003,0000,0000,0001
0001,0003,0001,0001,-001,0003,0000,0001,0001
0001,0003,0001,0000,0000,0003,0000,0000,0001
-001,0001,0000,0000,0000,0003,0001,0001,0001
-001,0001,0000,0001,0000,0003,0001,0000,0001
0001,0003,-001,0001,0001,0003,0001,0000,0004
0001,0003,0002,0000,0001,0003,0002,0000,0004
0000,0002,0000,0000,0001,0003,0002,0000,0003
0000,0002,0000,0000,0001,0003,0000,-001,0003
-001,0002,0000,0000,-001,0003,0000,0000,0002
0000,0002,-001,0000,0001,0003,0000,0000,0003
0001,0003,-001,0000,0000,0004,0001,0000,0004
0002,0003,0000,0001,0001,0004,0000,0001,0004
0002,0003,0002,0002,0000,0004,0001,0001,0003
0001,0003,0000,0002,-001,0006,0001,0002,0003
-001,0000,0001,0001,-001,0006,0001,0002,0003
-001,0000,0001,0000,0000,0003,0002,0001,0003
0000,0001,0001,0000,0001,0002,0003,0001,0003
0000,0002,0000,0000,0001,0001,0002,0001,0003
0000,0001,0000,0001,0001,0002,0002,0001,0002
-001,0002,0000,0001,0000,0002,0001,0001,0002
-001,0002,0000,0000,0000,0002,0001,0000,0001
-001,0002,-002,-001,-001,0001,0001,0000,0000
0000,0001,-001,-001,0000,0001,0001,0000,0000
0000,0001,-001,-001,0001,0001,0001,0001,0000
0000,0001,-001,0001,0001,0002,0002,0001,0001
0000,0001,-001,0001,0001,0001,0002,0000,0001
0000,0001,-001,0000,0001,0001,0002,0000,0001
-001,0000,-002,0000,0000,0001,0001,0000,0001
-001,0001,-002,0000,-001,-001,0001,0001,0000
0000,0001,-002,0000,0000,0002,0001,0001,0000
0000,0002,-002,0001,0000,0002,0001,0001,0000
0000,0000,-001,0000,0000,0001,0000,0000,0000
