delta1,delta2,delta3,delta4
00000,00001,00000,00001
00001,00000,00001,00000
-0001,00001,00002,00002
00000,00002,00001,00001
00001,00000,00001,00001
00001,00002,00002,00002
00001,00001,00001,00002
00000,00002,00003,00000
00000,00003,00000,00002
00000,-0001,00000,00001
00000,00000,00001,00001
00003,00003,00001,00002
00003,00002,00002,00002
00010,00004,00003,00005
00201,00015,00006,00018
00128,00015,00006,00018
00038,00015,00006,00018
00014,00015,00006,00018
00007,00005,00008,00008
00002,00002,00002,00006
00004,00002,00002,00002
00004,00003,00003,00002
00000,00000,00002,00005
00003,00003,00002,00001
00002,00001,00002,00002
00001,-0002,00000,00004
00001,00001,00002,00001
00002,00002,00002,00001
00001,00001,00002,00000
-0001,00001,00001,00001
00002,00000,00002,-0002
00001,00000,00002,00002
-0001,-0001,00002,00000
00001,00000,00001,00002
-0002,00001,00002,00001
00002,00000,00001,00001
-0001,00000,00000,00002
-0002,-0001,00000,00000
00001,00000,00000,00001
00000,00001,00001,00000
00000,00000,00001,00001
00001,00000,00001,00004
00001,00001,00001,00002
00001,00000,00001,00000
00001,00000,00002,00000
-0002,-0001,00002,00000
00000,-0002,00000,00004
00000,00001,00001,-0001
00000,-0001,00001,00000
00001,00000,00000,00002
00000,00000,00002,00001
00001,00000,00002,00001
00000,00000,00000,00001
00001,00001,00001,00001
00001,-0002,00000,-0001
