delta1,delta2,delta3,delta4
00000,00000,00000,00000
00001,00002,00000,00001
00000,00000,-0002,00000
00002,-0001,00000,-0001
00002,00001,00000,00000
00003,-0001,00000,-0001
00003,00000,00001,-0001
00002,00000,-0001,-0001
00002,00000,00000,00000
00002,-0001,00001,00000
00003,00001,00001,-0001
00001,00002,00001,00001
-0002,-0005,00000,00001
00006,00002,00002,00003
00070,00026,00010,00016
00032,00027,00010,00016
00010,00008,00010,00016
00008,00005,00009,00007
00004,00002,00003,00003
00003,00004,00002,00001
00004,00000,00001,00001
00003,00002,00000,00001
00001,00002,00000,00002
00001,00001,00002,00000
00003,00002,00000,00001
00002,00002,00000,-0001
00002,-0002,00001,00001
00002,00001,00001,00001
00004,-0003,-0001,00002
00003,00001,00000,00001
00002,-0002,00001,00002
00003,00001,00000,00000
00001,00001,00001,00001
00001,00000,00001,00001
00003,00002,00001,00001
00011,00001,00000,00000
00002,00000,00001,00002
00001,-0001,00000,00002
00001,00001,00001,00001
00001,00000,00001,00000
00003,-0001,00000,00001
00004,00000,00001,00000
00002,00000,00000,00001
00005,00000,00000,00002
00000,00000,-0001,00002
-0002,-0003,00004,00000
00002,00000,00000,00001
00000,00000,00000,00000
00001,00000,00000,00000
00000,-0001,00000,00001
00003,00001,-0001,-0001
00002,00000,00000,00000
00001,00000,00001,00002
00004,00000,00000,00001
00003,00000,00000,00001
